sample_id,label,reason,detail
CLS_04920,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.02.27.00.v02r01
CLS_04921,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.03.10.06.v02r01
CLS_04922,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.03.11.09.v02r01
CLS_04923,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.07.09.15.v02r01
CLS_04924,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.07.10.09.v02r01
CLS_04925,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.08.08.18.v02r01
CLS_04926,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.08.13.00.v02r01
CLS_04927,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.09.20.09.v02r01
CLS_04928,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.09.21.06.v02r01
CLS_04929,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.09.25.00.v02r01
CLS_04930,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.09.29.09.v02r01
CLS_04931,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.09.30.00.v02r01
CLS_04932,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.05.00.v02r01
CLS_04933,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.06.09.v02r01
CLS_04934,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.07.09.v02r01
CLS_04935,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.10.18.v02r01
CLS_04936,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.11.06.v02r01
CLS_04937,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.11.15.v02r01
CLS_04938,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.12.12.v02r01
CLS_04939,3,failed,failed after 5 attempts: 503 Server Error: Service Unavailable for url: https://www.ncei.noaa.gov/thredds/dodsC/cdr/gridsat/2013/GRIDSAT-B1.2013.10.14.15.v02r01
CLS_04940,3,not_fetched,
CLS_04941,3,not_fetched,
CLS_04942,3,not_fetched,
CLS_04943,3,not_fetched,
CLS_04944,3,not_fetched,
CLS_04945,3,not_fetched,
CLS_04946,3,not_fetched,
CLS_04947,3,not_fetched,
CLS_04948,3,not_fetched,
CLS_04949,3,not_fetched,
CLS_04950,3,not_fetched,
CLS_04951,3,not_fetched,
CLS_04952,3,not_fetched,
CLS_04953,3,not_fetched,
CLS_04954,3,not_fetched,
CLS_04955,3,not_fetched,
CLS_04956,3,not_fetched,
CLS_04957,3,not_fetched,
CLS_04958,3,not_fetched,
CLS_04959,3,not_fetched,
CLS_04960,3,not_fetched,
CLS_04961,3,not_fetched,
CLS_04962,3,not_fetched,
CLS_04963,3,not_fetched,
CLS_04964,3,not_fetched,
CLS_04965,3,not_fetched,
CLS_04966,3,not_fetched,
CLS_04967,3,not_fetched,
CLS_04968,3,not_fetched,
CLS_04969,3,not_fetched,
CLS_04970,3,not_fetched,
CLS_04971,3,not_fetched,
CLS_04972,3,not_fetched,
CLS_04973,3,not_fetched,
CLS_04974,3,not_fetched,
CLS_04975,3,not_fetched,
CLS_04976,3,not_fetched,
CLS_04977,3,not_fetched,
CLS_04978,3,not_fetched,
CLS_04979,3,not_fetched,
CLS_04980,3,not_fetched,
CLS_04981,3,not_fetched,
CLS_04982,3,not_fetched,
CLS_04983,3,not_fetched,
CLS_04984,3,not_fetched,
CLS_04985,3,not_fetched,
CLS_04986,3,not_fetched,
CLS_04987,3,not_fetched,
CLS_04988,3,not_fetched,
CLS_04989,3,not_fetched,
CLS_04990,3,not_fetched,
CLS_04991,3,not_fetched,
CLS_04992,3,not_fetched,
CLS_04993,3,not_fetched,
CLS_04994,3,not_fetched,
CLS_04995,3,not_fetched,
CLS_04996,3,not_fetched,
CLS_04997,3,not_fetched,
CLS_04998,3,not_fetched,
CLS_04999,3,not_fetched,
CLS_05000,3,not_fetched,
CLS_05001,3,not_fetched,
CLS_05002,3,not_fetched,
CLS_05003,3,not_fetched,
CLS_05004,3,not_fetched,
CLS_05005,3,not_fetched,
CLS_05006,3,not_fetched,
CLS_05007,3,not_fetched,
CLS_05008,3,not_fetched,
CLS_05009,3,not_fetched,
CLS_05010,3,not_fetched,
CLS_05011,3,not_fetched,
CLS_05012,3,not_fetched,
CLS_05013,3,not_fetched,
CLS_05014,3,not_fetched,
CLS_05015,3,not_fetched,
CLS_05016,3,not_fetched,
CLS_05017,3,not_fetched,
CLS_05018,3,not_fetched,
CLS_05019,3,not_fetched,
CLS_05020,3,not_fetched,
CLS_05021,3,not_fetched,
CLS_05022,3,not_fetched,
CLS_05023,3,not_fetched,
CLS_05024,3,not_fetched,
CLS_05025,3,not_fetched,
CLS_05026,3,not_fetched,
CLS_05027,3,not_fetched,
CLS_05028,3,not_fetched,
CLS_05029,3,not_fetched,
CLS_05030,3,not_fetched,
CLS_05031,3,not_fetched,
CLS_05032,3,not_fetched,
CLS_05033,3,not_fetched,
CLS_05034,3,not_fetched,
CLS_05035,3,not_fetched,
CLS_05036,3,not_fetched,
CLS_05037,3,not_fetched,
CLS_05038,3,not_fetched,
CLS_05039,3,not_fetched,
CLS_05040,3,not_fetched,
CLS_05041,3,not_fetched,
CLS_05042,3,not_fetched,
CLS_05043,3,not_fetched,
CLS_05044,3,not_fetched,
CLS_05045,3,not_fetched,
CLS_05046,3,not_fetched,
CLS_05047,3,not_fetched,
CLS_05048,3,not_fetched,
CLS_05049,3,not_fetched,
CLS_05050,3,not_fetched,
CLS_05051,3,not_fetched,
CLS_05052,3,not_fetched,
CLS_05053,3,not_fetched,
CLS_05054,3,not_fetched,
CLS_05055,3,not_fetched,
CLS_05056,3,not_fetched,
CLS_05057,3,not_fetched,
CLS_05058,3,not_fetched,
CLS_05059,3,not_fetched,
CLS_05060,3,not_fetched,
CLS_05061,3,not_fetched,
CLS_05062,3,not_fetched,
CLS_05063,3,not_fetched,
CLS_05064,3,not_fetched,
CLS_05065,3,not_fetched,
CLS_05066,3,not_fetched,
CLS_05067,3,not_fetched,
CLS_05068,3,not_fetched,
CLS_05069,3,not_fetched,
CLS_05070,3,not_fetched,
CLS_05071,3,not_fetched,
CLS_05072,3,not_fetched,
CLS_05073,3,not_fetched,
CLS_05074,3,not_fetched,
CLS_05075,3,not_fetched,
CLS_05076,3,not_fetched,
CLS_05077,3,not_fetched,
CLS_05078,3,not_fetched,
CLS_05079,3,not_fetched,
CLS_05080,3,not_fetched,
CLS_05081,3,not_fetched,
CLS_05082,3,not_fetched,
CLS_05083,3,not_fetched,
CLS_05084,3,not_fetched,
CLS_05085,3,not_fetched,
CLS_05086,3,not_fetched,
CLS_05087,3,not_fetched,
CLS_05088,3,not_fetched,
CLS_05089,3,not_fetched,
CLS_05090,3,not_fetched,
CLS_05091,3,not_fetched,
CLS_05092,3,not_fetched,
CLS_05093,3,not_fetched,
CLS_05094,3,not_fetched,
CLS_05095,3,not_fetched,
CLS_05096,3,not_fetched,
CLS_05097,3,not_fetched,
CLS_05098,3,not_fetched,
CLS_05099,3,not_fetched,
CLS_05100,3,not_fetched,
CLS_05101,3,not_fetched,
CLS_05102,3,not_fetched,
CLS_05103,3,not_fetched,
CLS_05104,3,not_fetched,
CLS_05105,3,not_fetched,
CLS_05106,3,not_fetched,
CLS_05107,3,not_fetched,
CLS_05108,3,not_fetched,
CLS_05109,3,not_fetched,
CLS_05110,3,not_fetched,
CLS_05111,3,not_fetched,
CLS_05112,3,not_fetched,
CLS_05113,3,not_fetched,
CLS_05114,3,not_fetched,
CLS_05115,3,not_fetched,
CLS_05116,3,not_fetched,
CLS_05117,3,not_fetched,
CLS_05118,3,not_fetched,
CLS_05119,3,not_fetched,
CLS_05120,3,not_fetched,
CLS_05121,3,not_fetched,
CLS_05122,3,not_fetched,
CLS_05123,3,not_fetched,
CLS_05124,3,not_fetched,
CLS_05125,3,not_fetched,
CLS_05126,3,not_fetched,
CLS_05127,3,not_fetched,
CLS_05128,3,not_fetched,
CLS_05129,3,not_fetched,
CLS_05130,3,not_fetched,
CLS_05131,3,not_fetched,
CLS_05132,3,not_fetched,
CLS_05133,3,not_fetched,
CLS_05134,3,not_fetched,
CLS_05135,3,not_fetched,
CLS_05136,3,not_fetched,
CLS_05137,3,not_fetched,
CLS_05138,3,not_fetched,
CLS_05139,3,not_fetched,
CLS_05140,3,not_fetched,
CLS_05141,3,not_fetched,
CLS_05142,3,not_fetched,
CLS_05143,3,not_fetched,
CLS_05144,3,not_fetched,
CLS_05145,3,not_fetched,
CLS_05146,3,not_fetched,
CLS_05147,3,not_fetched,
CLS_05148,3,not_fetched,
CLS_05149,3,not_fetched,
CLS_05150,3,not_fetched,
CLS_05151,3,not_fetched,
CLS_05152,3,not_fetched,
CLS_05153,3,not_fetched,
CLS_05154,3,not_fetched,
CLS_05155,3,not_fetched,
CLS_05156,3,not_fetched,
CLS_05157,3,not_fetched,
CLS_05158,3,not_fetched,
CLS_05159,3,not_fetched,
CLS_05160,3,not_fetched,
CLS_05161,3,not_fetched,
CLS_05162,3,not_fetched,
CLS_05163,3,not_fetched,
CLS_05164,3,not_fetched,
CLS_05165,3,not_fetched,
CLS_05166,3,not_fetched,
CLS_05167,3,not_fetched,
CLS_05168,3,not_fetched,
CLS_05169,3,not_fetched,
CLS_05170,3,not_fetched,
CLS_05171,3,not_fetched,
CLS_05172,3,not_fetched,
CLS_05173,3,not_fetched,
CLS_05174,3,not_fetched,
CLS_05175,3,not_fetched,
CLS_05176,3,not_fetched,
CLS_05177,3,not_fetched,
CLS_05178,3,not_fetched,
CLS_05179,3,not_fetched,
CLS_05180,3,not_fetched,
CLS_05181,3,not_fetched,
CLS_05182,3,not_fetched,
CLS_05183,3,not_fetched,
CLS_05184,3,not_fetched,
CLS_05185,3,not_fetched,
CLS_05186,3,not_fetched,
CLS_05187,3,not_fetched,
CLS_05188,3,not_fetched,
CLS_05189,3,not_fetched,
CLS_05190,3,not_fetched,
CLS_05191,3,not_fetched,
CLS_05192,3,not_fetched,
CLS_05193,3,not_fetched,
CLS_05194,3,not_fetched,
CLS_05195,3,not_fetched,
CLS_05196,3,not_fetched,
CLS_05197,3,not_fetched,
CLS_05198,3,not_fetched,
CLS_05199,3,not_fetched,
CLS_05200,3,not_fetched,
CLS_05201,3,not_fetched,
CLS_05202,3,not_fetched,
CLS_05203,3,not_fetched,
CLS_05204,3,not_fetched,
CLS_05205,3,not_fetched,
CLS_05206,3,not_fetched,
CLS_05207,3,not_fetched,
CLS_05208,3,not_fetched,
CLS_05209,3,not_fetched,
CLS_05210,3,not_fetched,
CLS_05211,3,not_fetched,
CLS_05212,3,not_fetched,
CLS_05213,3,not_fetched,
CLS_05214,3,not_fetched,
CLS_05215,3,not_fetched,
CLS_05216,3,not_fetched,
CLS_05217,3,not_fetched,
CLS_05218,3,not_fetched,
CLS_05219,3,not_fetched,
CLS_05220,3,not_fetched,
CLS_05221,3,not_fetched,
CLS_05222,3,not_fetched,
CLS_05223,3,not_fetched,
CLS_05224,3,not_fetched,
CLS_05225,3,not_fetched,
CLS_05226,3,not_fetched,
CLS_05227,3,not_fetched,
CLS_05228,3,not_fetched,
CLS_05229,3,not_fetched,
CLS_05230,3,not_fetched,
CLS_05231,3,not_fetched,
CLS_05232,3,not_fetched,
CLS_05233,3,not_fetched,
CLS_05234,3,not_fetched,
CLS_05235,3,not_fetched,
CLS_05236,3,not_fetched,
CLS_05237,3,not_fetched,
CLS_05238,3,not_fetched,
CLS_05239,3,not_fetched,
CLS_05240,3,not_fetched,
CLS_05241,3,not_fetched,
CLS_05242,3,not_fetched,
CLS_05243,3,not_fetched,
CLS_05244,3,not_fetched,
CLS_05245,3,not_fetched,
CLS_05246,3,not_fetched,
CLS_05247,3,not_fetched,
CLS_05248,3,not_fetched,
CLS_05249,3,not_fetched,
CLS_05250,3,not_fetched,
CLS_05251,3,not_fetched,
CLS_05252,3,not_fetched,
CLS_05253,3,not_fetched,
CLS_05254,3,not_fetched,
CLS_05255,3,not_fetched,
CLS_05256,3,not_fetched,
CLS_05257,3,not_fetched,
CLS_05258,3,not_fetched,
CLS_05259,3,not_fetched,
CLS_05260,3,not_fetched,
CLS_05261,3,not_fetched,
CLS_05262,3,not_fetched,
CLS_05263,3,not_fetched,
CLS_05264,3,not_fetched,
CLS_05265,3,not_fetched,
CLS_05266,3,not_fetched,
CLS_05267,3,not_fetched,
CLS_05268,3,not_fetched,
CLS_05269,3,not_fetched,
CLS_05270,3,not_fetched,
CLS_05271,3,not_fetched,
CLS_05272,3,not_fetched,
CLS_05273,3,not_fetched,
CLS_05274,3,not_fetched,
CLS_05275,3,not_fetched,
CLS_05276,3,not_fetched,
CLS_05277,3,not_fetched,
CLS_05278,3,not_fetched,
CLS_05279,3,not_fetched,
CLS_05280,3,not_fetched,
CLS_05281,3,not_fetched,
CLS_05282,3,not_fetched,
CLS_05283,3,not_fetched,
CLS_05284,3,not_fetched,
CLS_05285,3,not_fetched,
CLS_05286,3,not_fetched,
CLS_05287,3,not_fetched,
CLS_05288,3,not_fetched,
CLS_05289,3,not_fetched,
CLS_05290,3,not_fetched,
CLS_05291,3,not_fetched,
CLS_05292,3,not_fetched,
CLS_05293,3,not_fetched,
CLS_05294,3,not_fetched,
CLS_05295,3,not_fetched,
CLS_05296,3,not_fetched,
CLS_05297,3,not_fetched,
CLS_05298,3,not_fetched,
CLS_05299,3,not_fetched,
CLS_05300,3,not_fetched,
CLS_05301,3,not_fetched,
CLS_05302,3,not_fetched,
CLS_05303,3,not_fetched,
CLS_05304,3,not_fetched,
CLS_05305,3,not_fetched,
CLS_05306,3,not_fetched,
CLS_05307,3,not_fetched,
CLS_05308,3,not_fetched,
CLS_05309,3,not_fetched,
CLS_05310,3,not_fetched,
CLS_05311,3,not_fetched,
CLS_05312,3,not_fetched,
CLS_05313,3,not_fetched,
CLS_05314,3,not_fetched,
CLS_05315,3,not_fetched,
CLS_05316,3,not_fetched,
CLS_05317,3,not_fetched,
CLS_05318,3,not_fetched,
CLS_05319,3,not_fetched,
CLS_05320,3,not_fetched,
CLS_05321,3,not_fetched,
CLS_05322,3,not_fetched,
CLS_05323,3,not_fetched,
CLS_05324,3,not_fetched,
CLS_05325,3,not_fetched,
CLS_05326,3,not_fetched,
CLS_05327,3,not_fetched,
CLS_05328,3,not_fetched,
CLS_05329,3,not_fetched,
CLS_05330,3,not_fetched,
CLS_05331,3,not_fetched,
CLS_05332,3,not_fetched,
CLS_05333,3,not_fetched,
CLS_05334,3,not_fetched,
CLS_05335,3,not_fetched,
CLS_05336,3,not_fetched,
CLS_05337,3,not_fetched,
CLS_05338,3,not_fetched,
CLS_05339,3,not_fetched,
CLS_05340,3,not_fetched,
CLS_05341,3,not_fetched,
CLS_05342,3,not_fetched,
CLS_05343,3,not_fetched,
CLS_05344,3,not_fetched,
CLS_05345,3,not_fetched,
CLS_05346,3,not_fetched,
CLS_05347,3,not_fetched,
CLS_05348,3,not_fetched,
CLS_05349,3,not_fetched,
CLS_05350,3,not_fetched,
CLS_05351,3,not_fetched,
CLS_05352,3,not_fetched,
CLS_05353,3,not_fetched,
CLS_05354,3,not_fetched,
CLS_05355,3,not_fetched,
CLS_05356,3,not_fetched,
CLS_05357,3,not_fetched,
CLS_05358,3,not_fetched,
CLS_05359,3,not_fetched,
CLS_05360,3,not_fetched,
CLS_05361,3,not_fetched,
CLS_05362,3,not_fetched,
CLS_05363,3,not_fetched,
CLS_05364,3,not_fetched,
CLS_05365,3,not_fetched,
CLS_05366,3,not_fetched,
CLS_05367,3,not_fetched,
CLS_05368,3,not_fetched,
CLS_05369,3,not_fetched,
CLS_05370,3,not_fetched,
CLS_05371,3,not_fetched,
CLS_05372,3,not_fetched,
CLS_05373,3,not_fetched,
CLS_05374,3,not_fetched,
CLS_05375,3,not_fetched,
CLS_05376,3,not_fetched,
CLS_05377,3,not_fetched,
CLS_05378,3,not_fetched,
CLS_05379,3,not_fetched,
CLS_05380,3,not_fetched,
CLS_05381,3,not_fetched,
CLS_05382,3,not_fetched,
CLS_05383,3,not_fetched,
CLS_05384,3,not_fetched,
CLS_05385,3,not_fetched,
CLS_05386,3,not_fetched,
CLS_05387,3,not_fetched,
CLS_05388,3,not_fetched,
CLS_05389,3,not_fetched,
CLS_05390,3,not_fetched,
CLS_05391,3,not_fetched,
CLS_05392,3,not_fetched,
CLS_05393,3,not_fetched,
CLS_05394,3,not_fetched,
CLS_05395,3,not_fetched,
CLS_05396,3,not_fetched,
CLS_05397,3,not_fetched,
CLS_05398,3,not_fetched,
CLS_05399,3,not_fetched,
CLS_05400,3,not_fetched,
CLS_05401,3,not_fetched,
CLS_05402,3,not_fetched,
CLS_05403,3,not_fetched,
CLS_05404,3,not_fetched,
CLS_05405,3,not_fetched,
CLS_05406,3,not_fetched,
CLS_05407,3,not_fetched,
CLS_05408,3,not_fetched,
CLS_05409,3,not_fetched,
CLS_05410,3,not_fetched,
CLS_05411,3,not_fetched,
CLS_05412,3,not_fetched,
CLS_05413,3,not_fetched,
CLS_05414,3,not_fetched,
CLS_05415,3,not_fetched,
CLS_05416,3,not_fetched,
CLS_05417,3,not_fetched,
CLS_05418,3,not_fetched,
CLS_05419,3,not_fetched,
CLS_05420,3,not_fetched,
CLS_05421,3,not_fetched,
CLS_05422,3,not_fetched,
CLS_05423,3,not_fetched,
CLS_05424,3,not_fetched,
CLS_05425,3,not_fetched,
CLS_05426,3,not_fetched,
CLS_05427,3,not_fetched,
CLS_05428,3,not_fetched,
CLS_05429,3,not_fetched,
CLS_05430,3,not_fetched,
CLS_05431,3,not_fetched,
CLS_05432,3,not_fetched,
CLS_05433,3,not_fetched,
CLS_05434,3,not_fetched,
CLS_05435,3,not_fetched,
CLS_05436,3,not_fetched,
CLS_05437,3,not_fetched,
CLS_05438,3,not_fetched,
CLS_05439,3,not_fetched,
CLS_05440,3,not_fetched,
CLS_05441,3,not_fetched,
CLS_05442,3,not_fetched,
CLS_05443,3,not_fetched,
CLS_05444,3,not_fetched,
CLS_05445,3,not_fetched,
CLS_05446,3,not_fetched,
CLS_05447,3,not_fetched,
CLS_05448,3,not_fetched,
