image_path,label,storm_id,basin,region,subregion,timestamp,image_id,class_name,class_code,group_id
data/processed/classification/D-DD/CLS_00042.png,0,2000245N14157,WP,pacific_ocean,western_pacific,2000-09-01T21:00:00Z,CLS-IMG00039,Depression / Deep Depression,D-DD,G0030
data/processed/classification/D-DD/CLS_00043.png,0,2000249N15258,EP,pacific_ocean,eastern_pacific,2000-09-05T09:00:00Z,CLS-IMG00040,Depression / Deep Depression,D-DD,G0031
data/processed/classification/D-DD/CLS_00045.png,0,2000258N22138,WP,pacific_ocean,western_pacific,2000-09-14T15:00:00Z,CLS-IMG00041,Depression / Deep Depression,D-DD,G0032
data/processed/classification/D-DD/CLS_00046.png,0,2000272N24165,WP,pacific_ocean,western_pacific,2000-09-30T12:00:00Z,CLS-IMG00042,Depression / Deep Depression,D-DD,G0033
data/processed/classification/D-DD/CLS_00048.png,0,2000289N15089,NI,north_indian_ocean,bay_of_bengal,2000-10-14T21:00:00Z,CLS-IMG00044,Depression / Deep Depression,D-DD,G0035
data/processed/classification/D-DD/CLS_00049.png,0,2000289N15089,NI,north_indian_ocean,bay_of_bengal,2000-10-15T09:00:00Z,CLS-IMG00045,Depression / Deep Depression,D-DD,G0035
data/processed/classification/D-DD/CLS_00051.png,0,2000289N15089,NI,north_indian_ocean,bay_of_bengal,2000-10-17T12:00:00Z,CLS-IMG00046,Depression / Deep Depression,D-DD,G0035
data/processed/classification/D-DD/CLS_00052.png,0,2000289N15089,NI,north_indian_ocean,bay_of_bengal,2000-10-18T03:00:00Z,CLS-IMG00047,Depression / Deep Depression,D-DD,G0035
data/processed/classification/D-DD/CLS_00055.png,0,2000299N13093,NI,north_indian_ocean,bay_of_bengal,2000-10-26T03:00:00Z,CLS-IMG00048,Depression / Deep Depression,D-DD,G0036
data/processed/classification/D-DD/CLS_00057.png,0,2000299N13093,NI,north_indian_ocean,bay_of_bengal,2000-10-27T15:00:00Z,CLS-IMG00049,Depression / Deep Depression,D-DD,G0036
data/processed/classification/D-DD/CLS_00058.png,0,2000299N13093,NI,north_indian_ocean,bay_of_bengal,2000-10-28T03:00:00Z,CLS-IMG00050,Depression / Deep Depression,D-DD,G0036
data/processed/classification/D-DD/CLS_00059.png,0,2000309N10270,EP,pacific_ocean,eastern_pacific,2000-11-04T18:00:00Z,CLS-IMG00051,Depression / Deep Depression,D-DD,G0037
data/processed/classification/D-DD/CLS_00060.png,0,2000305N06136,WP,pacific_ocean,western_pacific,2000-11-07T15:00:00Z,CLS-IMG00052,Depression / Deep Depression,D-DD,G0038
data/processed/classification/D-DD/CLS_00061.png,0,2000331N09092,NI,north_indian_ocean,bay_of_bengal,2000-11-26T06:00:00Z,CLS-IMG00053,Depression / Deep Depression,D-DD,G0039
data/processed/classification/D-DD/CLS_00062.png,0,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-11-30T18:00:00Z,CLS-IMG00054,Depression / Deep Depression,D-DD,G0039
data/processed/classification/D-DD/CLS_00063.png,0,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-02T15:00:00Z,CLS-IMG00055,Depression / Deep Depression,D-DD,G0039
data/processed/classification/D-DD/CLS_00064.png,0,2000333S11140,SI,south_indian_ocean,,2000-12-04T00:00:00Z,CLS-IMG00056,Depression / Deep Depression,D-DD,G0040
data/processed/classification/D-DD/CLS_00065.png,0,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-04T09:00:00Z,CLS-IMG00057,Depression / Deep Depression,D-DD,G0039
data/processed/classification/D-DD/CLS_00066.png,0,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-23T06:00:00Z,CLS-IMG00058,Depression / Deep Depression,D-DD,G0041
data/processed/classification/D-DD/CLS_00067.png,0,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-24T00:00:00Z,CLS-IMG00059,Depression / Deep Depression,D-DD,G0041
data/processed/classification/D-DD/CLS_00068.png,0,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-24T12:00:00Z,CLS-IMG00060,Depression / Deep Depression,D-DD,G0041
data/processed/classification/D-DD/CLS_00069.png,0,2000358N08086,NI,north_indian_ocean,arabian_sea,2000-12-28T09:00:00Z,CLS-IMG00061,Depression / Deep Depression,D-DD,G0041
data/processed/classification/D-DD/CLS_00071.png,0,2001018S12086,SI,south_indian_ocean,,2001-01-18T03:00:00Z,CLS-IMG00063,Depression / Deep Depression,D-DD,G0043
data/processed/classification/D-DD/CLS_00076.png,0,2001047N09134,WP,pacific_ocean,western_pacific,2001-02-19T06:00:00Z,CLS-IMG00067,Depression / Deep Depression,D-DD,G0046
data/processed/classification/D-DD/CLS_00078.png,0,2001054S15155,SP,pacific_ocean,southern_pacific,2001-02-25T06:00:00Z,CLS-IMG00069,Depression / Deep Depression,D-DD,G0048
data/processed/classification/D-DD/CLS_00080.png,0,2001054S15155,SI,south_indian_ocean,,2001-03-02T03:00:00Z,CLS-IMG00071,Depression / Deep Depression,D-DD,G0048
data/processed/classification/D-DD/CLS_00083.png,0,2001094S12172,SP,pacific_ocean,southern_pacific,2001-04-04T12:00:00Z,CLS-IMG00073,Depression / Deep Depression,D-DD,G0051
data/processed/classification/D-DD/CLS_00084.png,0,2001094S12172,SP,pacific_ocean,southern_pacific,2001-04-05T15:00:00Z,CLS-IMG00074,Depression / Deep Depression,D-DD,G0051
data/processed/classification/D-DD/CLS_00085.png,0,2001106S08137,SP,pacific_ocean,southern_pacific,2001-04-16T00:00:00Z,CLS-IMG00075,Depression / Deep Depression,D-DD,G0052
data/processed/classification/D-DD/CLS_00086.png,0,2001106S08137,SI,south_indian_ocean,,2001-04-23T12:00:00Z,CLS-IMG00076,Depression / Deep Depression,D-DD,G0052
data/processed/classification/D-DD/CLS_00087.png,0,2001171N12234,EP,pacific_ocean,eastern_pacific,2001-06-25T09:00:00Z,CLS-IMG00077,Depression / Deep Depression,D-DD,G0053
data/processed/classification/D-DD/CLS_00089.png,0,2001194N15252,EP,pacific_ocean,eastern_pacific,2001-07-14T21:00:00Z,CLS-IMG00079,Depression / Deep Depression,D-DD,G0055
data/processed/classification/D-DD/CLS_00090.png,0,2001202N14243,EP,pacific_ocean,eastern_pacific,2001-07-20T21:00:00Z,CLS-IMG00080,Depression / Deep Depression,D-DD,G0056
data/processed/classification/D-DD/CLS_00091.png,0,2001202N23152,WP,pacific_ocean,western_pacific,2001-07-21T06:00:00Z,CLS-IMG00081,Depression / Deep Depression,D-DD,G0057
data/processed/classification/D-DD/CLS_00092.png,0,2001204N19127,WP,pacific_ocean,western_pacific,2001-07-23T00:00:00Z,CLS-IMG00082,Depression / Deep Depression,D-DD,G0058
data/processed/classification/D-DD/CLS_00093.png,0,2001206N14134,WP,pacific_ocean,western_pacific,2001-07-26T03:00:00Z,CLS-IMG00083,Depression / Deep Depression,D-DD,G0057
data/processed/classification/D-DD/CLS_00094.png,0,2001212N10158,WP,pacific_ocean,western_pacific,2001-08-01T15:00:00Z,CLS-IMG00084,Depression / Deep Depression,D-DD,G0059
data/processed/classification/D-DD/CLS_00095.png,0,2001236N21161,WP,pacific_ocean,western_pacific,2001-08-25T00:00:00Z,CLS-IMG00085,Depression / Deep Depression,D-DD,G0060
data/processed/classification/D-DD/CLS_00099.png,0,2001248N23125,WP,pacific_ocean,western_pacific,2001-09-18T15:00:00Z,CLS-IMG00088,Depression / Deep Depression,D-DD,G0063
data/processed/classification/D-DD/CLS_00100.png,0,2001266N10217,EP,pacific_ocean,eastern_pacific,2001-09-24T00:00:00Z,CLS-IMG00089,Depression / Deep Depression,D-DD,G0064
data/processed/classification/D-DD/CLS_00101.png,0,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-24T15:00:00Z,CLS-IMG00090,Depression / Deep Depression,D-DD,G0065
data/processed/classification/D-DD/CLS_00102.png,0,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-25T09:00:00Z,CLS-IMG00091,Depression / Deep Depression,D-DD,G0065
data/processed/classification/D-DD/CLS_00103.png,0,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-26T03:00:00Z,CLS-IMG00092,Depression / Deep Depression,D-DD,G0065
data/processed/classification/D-DD/CLS_00104.png,0,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-27T09:00:00Z,CLS-IMG00093,Depression / Deep Depression,D-DD,G0065
data/processed/classification/D-DD/CLS_00105.png,0,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-27T21:00:00Z,CLS-IMG00094,Depression / Deep Depression,D-DD,G0065
data/processed/classification/D-DD/CLS_00106.png,0,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-28T12:00:00Z,CLS-IMG00095,Depression / Deep Depression,D-DD,G0065
data/processed/classification/D-DD/CLS_00107.png,0,2001264N21126,WP,pacific_ocean,western_pacific,2001-09-29T00:00:00Z,CLS-IMG00096,Depression / Deep Depression,D-DD,G0066
data/processed/classification/D-DD/CLS_00111.png,0,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-08T06:00:00Z,CLS-IMG00099,Depression / Deep Depression,D-DD,G0069
data/processed/classification/D-DD/CLS_00112.png,0,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-09T03:00:00Z,CLS-IMG00100,Depression / Deep Depression,D-DD,G0069
data/processed/classification/D-DD/CLS_00113.png,0,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-10T18:00:00Z,CLS-IMG00101,Depression / Deep Depression,D-DD,G0069
data/processed/classification/D-DD/CLS_00114.png,0,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-11T15:00:00Z,CLS-IMG00102,Depression / Deep Depression,D-DD,G0069
data/processed/classification/D-DD/CLS_00115.png,0,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-12T15:00:00Z,CLS-IMG00103,Depression / Deep Depression,D-DD,G0069
data/processed/classification/D-DD/CLS_00116.png,0,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-13T03:00:00Z,CLS-IMG00104,Depression / Deep Depression,D-DD,G0069
data/processed/classification/D-DD/CLS_00118.png,0,2001294N11235,EP,pacific_ocean,eastern_pacific,2001-10-24T00:00:00Z,CLS-IMG00106,Depression / Deep Depression,D-DD,G0071
data/processed/classification/D-DD/CLS_00120.png,0,2001304N12237,EP,pacific_ocean,eastern_pacific,2001-11-03T18:00:00Z,CLS-IMG00108,Depression / Deep Depression,D-DD,G0073
data/processed/classification/D-DD/CLS_00121.png,0,2001309N10130,WP,pacific_ocean,western_pacific,2001-11-06T15:00:00Z,CLS-IMG00109,Depression / Deep Depression,D-DD,G0074
data/processed/classification/D-DD/CLS_00122.png,0,2001313N12084,NI,north_indian_ocean,bay_of_bengal,2001-11-09T15:00:00Z,CLS-IMG00110,Depression / Deep Depression,D-DD,G0075
data/processed/classification/D-DD/CLS_00123.png,0,2001313N12084,NI,north_indian_ocean,bay_of_bengal,2001-11-10T03:00:00Z,CLS-IMG00111,Depression / Deep Depression,D-DD,G0075
data/processed/classification/D-DD/CLS_00124.png,0,2001313N12084,NI,north_indian_ocean,bay_of_bengal,2001-11-11T00:00:00Z,CLS-IMG00112,Depression / Deep Depression,D-DD,G0075
data/processed/classification/D-DD/CLS_00125.png,0,2001313N12084,NI,north_indian_ocean,bay_of_bengal,2001-11-12T03:00:00Z,CLS-IMG00113,Depression / Deep Depression,D-DD,G0075
data/processed/classification/D-DD/CLS_00126.png,0,2001320S11146,SP,pacific_ocean,southern_pacific,2001-11-16T15:00:00Z,CLS-IMG00114,Depression / Deep Depression,D-DD,G0076
data/processed/classification/D-DD/CLS_00127.png,0,2001320S11146,SP,pacific_ocean,southern_pacific,2001-11-18T06:00:00Z,CLS-IMG00115,Depression / Deep Depression,D-DD,G0076
data/processed/classification/D-DD/CLS_00128.png,0,2001323N05107,WP,pacific_ocean,western_pacific,2001-11-20T03:00:00Z,CLS-IMG00116,Depression / Deep Depression,D-DD,G0076
data/processed/classification/D-DD/CLS_00129.png,0,2001320S11146,SI,south_indian_ocean,,2001-11-21T03:00:00Z,CLS-IMG00117,Depression / Deep Depression,D-DD,G0076
data/processed/classification/D-DD/CLS_00130.png,0,2001324S12081,SI,south_indian_ocean,,2001-11-23T15:00:00Z,CLS-IMG00118,Depression / Deep Depression,D-DD,G0077
data/processed/classification/D-DD/CLS_00133.png,0,2001334S21200,SP,pacific_ocean,southern_pacific,2001-12-02T12:00:00Z,CLS-IMG00120,Depression / Deep Depression,D-DD,G0079
data/processed/classification/D-DD/CLS_00135.png,0,2001363S10185,SP,pacific_ocean,southern_pacific,2001-12-28T21:00:00Z,CLS-IMG00121,Depression / Deep Depression,D-DD,G0080
data/processed/classification/D-DD/CLS_00136.png,0,2001361N01106,NI,north_indian_ocean,bay_of_bengal,2001-12-30T03:00:00Z,CLS-IMG00122,Depression / Deep Depression,D-DD,G0081
data/processed/classification/D-DD/CLS_00137.png,0,2001361N01106,NI,north_indian_ocean,bay_of_bengal,2001-12-30T15:00:00Z,CLS-IMG00123,Depression / Deep Depression,D-DD,G0081
data/processed/classification/D-DD/CLS_00138.png,0,2001361N01106,NI,north_indian_ocean,bay_of_bengal,2001-12-31T15:00:00Z,CLS-IMG00124,Depression / Deep Depression,D-DD,G0081
data/processed/classification/D-DD/CLS_00140.png,0,2001365S12138,SP,pacific_ocean,southern_pacific,2002-01-03T03:00:00Z,CLS-IMG00125,Depression / Deep Depression,D-DD,G0082
data/processed/classification/D-DD/CLS_00141.png,0,2001364S19036,SI,south_indian_ocean,,2002-01-03T06:00:00Z,CLS-IMG00126,Depression / Deep Depression,D-DD,G0083
data/processed/classification/D-DD/CLS_00142.png,0,2001365S12138,SP,pacific_ocean,southern_pacific,2002-01-04T18:00:00Z,CLS-IMG00127,Depression / Deep Depression,D-DD,G0082
data/processed/classification/D-DD/CLS_00143.png,0,2002023S10089,SI,south_indian_ocean,,2002-01-23T12:00:00Z,CLS-IMG00128,Depression / Deep Depression,D-DD,G0084
data/processed/classification/D-DD/CLS_00145.png,0,2002042S20156,SP,pacific_ocean,southern_pacific,2002-02-10T18:00:00Z,CLS-IMG00130,Depression / Deep Depression,D-DD,G0086
data/processed/classification/D-DD/CLS_00146.png,0,2002054S17176,SP,pacific_ocean,southern_pacific,2002-02-23T06:00:00Z,CLS-IMG00131,Depression / Deep Depression,D-DD,G0087
data/processed/classification/D-DD/CLS_00150.png,0,2002078N04138,WP,pacific_ocean,western_pacific,2002-03-19T09:00:00Z,CLS-IMG00135,Depression / Deep Depression,D-DD,G0090
data/processed/classification/D-DD/CLS_00151.png,0,2002081S08084,SI,south_indian_ocean,,2002-03-22T12:00:00Z,CLS-IMG00136,Depression / Deep Depression,D-DD,G0091
data/processed/classification/D-DD/CLS_00154.png,0,2002098S07133,SI,south_indian_ocean,,2002-04-09T12:00:00Z,CLS-IMG00139,Depression / Deep Depression,D-DD,G0094
data/processed/classification/D-DD/CLS_00163.png,0,2002145N11259,EP,pacific_ocean,eastern_pacific,2002-05-24T21:00:00Z,CLS-IMG00148,Depression / Deep Depression,D-DD,G0098
data/processed/classification/D-DD/CLS_00164.png,0,2002155N20112,WP,pacific_ocean,western_pacific,2002-06-06T00:00:00Z,CLS-IMG00149,Depression / Deep Depression,D-DD,G0099
data/processed/classification/D-DD/CLS_00165.png,0,2002187N11160,WP,pacific_ocean,western_pacific,2002-07-05T12:00:00Z,CLS-IMG00150,Depression / Deep Depression,D-DD,G0100
data/processed/classification/D-DD/CLS_00166.png,0,2002198N09182,EP,pacific_ocean,eastern_pacific,2002-07-19T15:00:00Z,CLS-IMG00151,Depression / Deep Depression,D-DD,G0101
data/processed/classification/D-DD/CLS_00167.png,0,2002198N09182,WP,pacific_ocean,western_pacific,2002-07-20T21:00:00Z,CLS-IMG00152,Depression / Deep Depression,D-DD,G0101
data/processed/classification/D-DD/CLS_00168.png,0,2002202N13254,EP,pacific_ocean,eastern_pacific,2002-07-26T15:00:00Z,CLS-IMG00153,Depression / Deep Depression,D-DD,G0102
data/processed/classification/D-DD/CLS_00169.png,0,2002204N12263,EP,pacific_ocean,eastern_pacific,2002-07-30T15:00:00Z,CLS-IMG00154,Depression / Deep Depression,D-DD,G0102
data/processed/classification/D-DD/CLS_00171.png,0,2002222N11131,WP,pacific_ocean,western_pacific,2002-08-10T18:00:00Z,CLS-IMG00156,Depression / Deep Depression,D-DD,G0104
data/processed/classification/D-DD/CLS_00172.png,0,2002234N11221,EP,pacific_ocean,eastern_pacific,2002-08-23T18:00:00Z,CLS-IMG00157,Depression / Deep Depression,D-DD,G0105
data/processed/classification/D-DD/CLS_00176.png,0,2002289N18162,WP,pacific_ocean,western_pacific,2002-10-20T00:00:00Z,CLS-IMG00159,Depression / Deep Depression,D-DD,G0107
data/processed/classification/D-DD/CLS_00178.png,0,2002314N12083,NI,north_indian_ocean,bay_of_bengal,2002-11-10T09:00:00Z,CLS-IMG00160,Depression / Deep Depression,D-DD,G0108
data/processed/classification/D-DD/CLS_00179.png,0,2002314N12083,NI,north_indian_ocean,bay_of_bengal,2002-11-11T03:00:00Z,CLS-IMG00161,Depression / Deep Depression,D-DD,G0108
data/processed/classification/D-DD/CLS_00180.png,0,2002314N12083,NI,north_indian_ocean,bay_of_bengal,2002-11-12T12:00:00Z,CLS-IMG00162,Depression / Deep Depression,D-DD,G0108
data/processed/classification/D-DD/CLS_00183.png,0,2002319S06078,SI,south_indian_ocean,,2002-11-25T09:00:00Z,CLS-IMG00165,Depression / Deep Depression,D-DD,G0110
data/processed/classification/D-DD/CLS_00184.png,0,2002335S13182,SP,pacific_ocean,southern_pacific,2002-12-02T00:00:00Z,CLS-IMG00166,Depression / Deep Depression,D-DD,G0111
data/processed/classification/D-DD/CLS_00185.png,0,2002335N05166,WP,pacific_ocean,western_pacific,2002-12-02T09:00:00Z,CLS-IMG00167,Depression / Deep Depression,D-DD,G0112
data/processed/classification/D-DD/CLS_00186.png,0,2002335S13182,SP,pacific_ocean,southern_pacific,2002-12-02T15:00:00Z,CLS-IMG00168,Depression / Deep Depression,D-DD,G0111
data/processed/classification/D-DD/CLS_00188.png,0,2002355N04077,NI,north_indian_ocean,bay_of_bengal,2002-12-21T18:00:00Z,CLS-IMG00169,Depression / Deep Depression,D-DD,G0113
data/processed/classification/D-DD/CLS_00189.png,0,2002355N04077,NI,north_indian_ocean,bay_of_bengal,2002-12-22T12:00:00Z,CLS-IMG00170,Depression / Deep Depression,D-DD,G0113
data/processed/classification/D-DD/CLS_00190.png,0,2002356S07070,SI,south_indian_ocean,,2002-12-23T03:00:00Z,CLS-IMG00171,Depression / Deep Depression,D-DD,G0113
data/processed/classification/D-DD/CLS_00192.png,0,2002355N04077,NI,north_indian_ocean,bay_of_bengal,2002-12-23T15:00:00Z,CLS-IMG00172,Depression / Deep Depression,D-DD,G0113
data/processed/classification/D-DD/CLS_00193.png,0,2002355N04077,NI,north_indian_ocean,bay_of_bengal,2002-12-25T18:00:00Z,CLS-IMG00173,Depression / Deep Depression,D-DD,G0113
data/processed/classification/D-DD/CLS_00195.png,0,2002364S16045,SI,south_indian_ocean,,2003-01-08T18:00:00Z,CLS-IMG00175,Depression / Deep Depression,D-DD,G0115
data/processed/classification/D-DD/CLS_00196.png,0,2003011S09182,SP,pacific_ocean,southern_pacific,2003-01-11T12:00:00Z,CLS-IMG00176,Depression / Deep Depression,D-DD,G0116
data/processed/classification/D-DD/CLS_00197.png,0,2003011N02180,WP,pacific_ocean,western_pacific,2003-01-15T00:00:00Z,CLS-IMG00177,Depression / Deep Depression,D-DD,G0117
data/processed/classification/D-DD/CLS_00200.png,0,2003021S10163,SP,pacific_ocean,southern_pacific,2003-02-01T18:00:00Z,CLS-IMG00180,Depression / Deep Depression,D-DD,G0119
data/processed/classification/D-DD/CLS_00201.png,0,2003034S12117,SI,south_indian_ocean,,2003-02-05T03:00:00Z,CLS-IMG00181,Depression / Deep Depression,D-DD,G0120
data/processed/classification/D-DD/CLS_00202.png,0,2003037S12061,SI,south_indian_ocean,,2003-02-07T21:00:00Z,CLS-IMG00182,Depression / Deep Depression,D-DD,G0121
data/processed/classification/D-DD/CLS_00203.png,0,2003035S10099,SI,south_indian_ocean,,2003-02-09T09:00:00Z,CLS-IMG00183,Depression / Deep Depression,D-DD,G0120
data/processed/classification/D-DD/CLS_00204.png,0,2003056S21042,SI,south_indian_ocean,,2003-02-25T15:00:00Z,CLS-IMG00184,Depression / Deep Depression,D-DD,G0122
data/processed/classification/D-DD/CLS_00206.png,0,2003061S21148,SP,pacific_ocean,southern_pacific,2003-03-04T03:00:00Z,CLS-IMG00185,Depression / Deep Depression,D-DD,G0123
data/processed/classification/D-DD/CLS_00209.png,0,2003068S14172,SP,pacific_ocean,southern_pacific,2003-03-10T06:00:00Z,CLS-IMG00187,Depression / Deep Depression,D-DD,G0123
data/processed/classification/D-DD/CLS_00211.png,0,2003103S14180,SP,pacific_ocean,southern_pacific,2003-04-13T15:00:00Z,CLS-IMG00189,Depression / Deep Depression,D-DD,G0125
data/processed/classification/D-DD/CLS_00212.png,0,2003129N05091,NI,north_indian_ocean,bay_of_bengal,2003-05-09T06:00:00Z,CLS-IMG00190,Depression / Deep Depression,D-DD,G0126
data/processed/classification/D-DD/CLS_00213.png,0,2003129N05091,NI,north_indian_ocean,bay_of_bengal,2003-05-09T21:00:00Z,CLS-IMG00191,Depression / Deep Depression,D-DD,G0126
data/processed/classification/D-DD/CLS_00215.png,0,2003129N05091,NI,north_indian_ocean,bay_of_bengal,2003-05-17T21:00:00Z,CLS-IMG00192,Depression / Deep Depression,D-DD,G0126
data/processed/classification/D-DD/CLS_00216.png,0,2003138N04148,WP,pacific_ocean,western_pacific,2003-05-18T18:00:00Z,CLS-IMG00193,Depression / Deep Depression,D-DD,G0127
data/processed/classification/D-DD/CLS_00218.png,0,2003155S10172,SP,pacific_ocean,southern_pacific,2003-06-04T00:00:00Z,CLS-IMG00194,Depression / Deep Depression,D-DD,G0128
data/processed/classification/D-DD/CLS_00221.png,0,2003192N14254,EP,pacific_ocean,eastern_pacific,2003-07-13T15:00:00Z,CLS-IMG00197,Depression / Deep Depression,D-DD,G0131
data/processed/classification/D-DD/CLS_00223.png,0,2003199N14255,EP,pacific_ocean,eastern_pacific,2003-07-17T18:00:00Z,CLS-IMG00199,Depression / Deep Depression,D-DD,G0133
data/processed/classification/D-DD/CLS_00227.png,0,2003223N13224,EP,pacific_ocean,eastern_pacific,2003-08-14T18:00:00Z,CLS-IMG00203,Depression / Deep Depression,D-DD,G0137
data/processed/classification/D-DD/CLS_00228.png,0,2003226N07156,WP,pacific_ocean,western_pacific,2003-08-18T18:00:00Z,CLS-IMG00204,Depression / Deep Depression,D-DD,G0138
data/processed/classification/D-DD/CLS_00229.png,0,2003240N14230,EP,pacific_ocean,eastern_pacific,2003-09-04T12:00:00Z,CLS-IMG00205,Depression / Deep Depression,D-DD,G0139
data/processed/classification/D-DD/CLS_00231.png,0,2003257N15252,EP,pacific_ocean,eastern_pacific,2003-09-17T15:00:00Z,CLS-IMG00207,Depression / Deep Depression,D-DD,G0141
