image,image_id,true_class,predicted_class,confidence,p_D-DD,p_CS-SCS,p_VSCS,p_ESCS-SuCS,error_type,usa_wind_kt,kt_from_nearest_boundary,imd_category_of_usa_wind,storm_id,name,basin,region,subregion,timestamp,wmo_wind_kt,wmo_agency,group_id
data/processed/classification/CS-SCS/CLS_02023.png,CLS-IMG01809,CS-SCS,VSCS,0.993941,0.001025,0.004991,0.993941,4.3e-05,adjacent_class,38.0,4.5,CS,2011215N24164,MERBOK,WP,pacific_ocean,western_pacific,2011-08-04T21:00:00Z,,,G1078
data/processed/classification/CS-SCS/CLS_01437.png,CLS-IMG01283,CS-SCS,D-DD,0.993857,0.993857,0.006143,0.0,0.0,adjacent_class,35.0,1.5,CS,2000201N11224,UPANA,EP,pacific_ocean,eastern_pacific,2000-07-20T18:00:00Z,35.0,hurdat_epa,G0904
data/processed/classification/CS-SCS/CLS_02352.png,CLS-IMG02103,CS-SCS,D-DD,0.992702,0.992702,0.007298,0.0,0.0,adjacent_class,35.0,1.5,CS,2017147N14087,MORA,NI,north_indian_ocean,bay_of_bengal,2017-05-28T06:00:00Z,25.0,newdelhi,G0622
data/processed/classification/VSCS/CLS_03659.png,CLS-IMG03259,VSCS,CS-SCS,0.992417,0.005592,0.992417,0.00199,0.0,adjacent_class,65.0,1.5,VSCS,2015344N07145,MELOR,WP,pacific_ocean,western_pacific,2015-12-15T18:00:00Z,70.0,tokyo,G1150
data/processed/classification/VSCS/CLS_03354.png,CLS-IMG02989,VSCS,CS-SCS,0.99207,0.003787,0.99207,0.004139,3e-06,adjacent_class,70.0,6.5,VSCS,2010172N08272,DARBY,EP,pacific_ocean,eastern_pacific,2010-06-27T00:00:00Z,70.0,hurdat_epa,G1426
data/processed/classification/ESCS-SuCS/CLS_04648.png,CLS-IMG04196,ESCS-SuCS,VSCS,0.992028,2.2e-05,0.000189,0.992028,0.007762,adjacent_class,90.0,0.5,ESCS,2007151N14072,GONU,NI,north_indian_ocean,arabian_sea,2007-06-06T00:00:00Z,77.0,newdelhi,G1391
data/processed/classification/D-DD/CLS_00288.png,CLS-IMG00261,D-DD,CS-SCS,0.991579,0.008233,0.991579,0.000187,1e-06,adjacent_class,25.0,8.5,D,2004237N17236,UNNAMED,EP,pacific_ocean,eastern_pacific,2004-08-25T15:00:00Z,,,G0179
data/processed/classification/CS-SCS/CLS_01418.png,CLS-IMG01268,CS-SCS,VSCS,0.991546,6e-05,0.000909,0.991546,0.007486,adjacent_class,50.0,13.5,SCS,2000056S17152,STEVE,SI,south_indian_ocean,,2000-03-05T15:00:00Z,,,G0010
data/processed/classification/D-DD/CLS_00957.png,CLS-IMG00841,D-DD,VSCS,0.991493,0.000814,0.007693,0.991493,0.0,non_adjacent,25.0,8.5,D,2017060S09139,BLANCHE,SI,south_indian_ocean,,2017-03-04T18:00:00Z,30.0,bom,G0611
data/processed/classification/VSCS/CLS_03541.png,CLS-IMG03156,VSCS,ESCS-SuCS,0.991451,6e-06,0.000113,0.00843,0.991451,adjacent_class,68.0,4.5,VSCS,2014068S16169,LUSI,SP,pacific_ocean,southern_pacific,2014-03-12T21:00:00Z,,,G0511
data/processed/classification/VSCS/CLS_03614.png,CLS-IMG03219,VSCS,ESCS-SuCS,0.991151,3e-05,0.000246,0.008573,0.991151,adjacent_class,83.0,6.5,VSCS,2015094S10087,IKOLA,SI,south_indian_ocean,,2015-04-06T09:00:00Z,,,G1141
data/processed/classification/D-DD/CLS_00326.png,CLS-IMG00298,D-DD,CS-SCS,0.990703,0.008976,0.990703,0.00032,0.0,adjacent_class,30.0,3.5,DD,2005012N04090,UNNAMED,NI,north_indian_ocean,bay_of_bengal,2005-01-14T03:00:00Z,30.0,newdelhi,G0198
data/processed/classification/CS-SCS/CLS_02780.png,CLS-IMG02482,CS-SCS,VSCS,0.989915,0.002032,0.007671,0.989915,0.000382,adjacent_class,50.0,13.5,SCS,2024295N15092,DANA,NI,north_indian_ocean,bay_of_bengal,2024-10-25T06:00:00Z,35.0,newdelhi,G0886
data/processed/classification/D-DD/CLS_00260.png,CLS-IMG00235,D-DD,CS-SCS,0.98944,0.002774,0.98944,0.007786,1e-06,adjacent_class,30.0,3.5,DD,2004041S14147,FRITZ,SP,pacific_ocean,southern_pacific,2004-02-12T09:00:00Z,,,G0159
data/processed/classification/CS-SCS/CLS_02229.png,CLS-IMG01992,CS-SCS,D-DD,0.989207,0.989207,0.010737,5.6e-05,0.0,adjacent_class,38.0,4.5,CS,2015094S10087,IKOLA,SI,south_indian_ocean,,2015-04-05T09:00:00Z,,,G1141
data/processed/classification/CS-SCS/CLS_02069.png,CLS-IMG01851,CS-SCS,D-DD,0.989031,0.989031,0.010969,0.0,0.0,adjacent_class,40.0,6.5,CS,2012273N13112,GAEMI,WP,pacific_ocean,western_pacific,2012-10-04T03:00:00Z,,,G0452
data/processed/classification/CS-SCS/CLS_01970.png,CLS-IMG01764,CS-SCS,VSCS,0.988462,0.000316,0.008784,0.988462,0.002438,adjacent_class,45.0,11.5,CS,2010032S20042,FAMI,SI,south_indian_ocean,,2010-02-02T03:00:00Z,,,G0372
data/processed/classification/VSCS/CLS_03422.png,CLS-IMG03047,VSCS,ESCS-SuCS,0.98794,1.9e-05,5.1e-05,0.011991,0.98794,adjacent_class,80.0,9.5,VSCS,2012032S15141,JASMINE,SP,pacific_ocean,southern_pacific,2012-02-10T06:00:00Z,70.0,wellington,G1437
data/processed/classification/CS-SCS/CLS_01511.png,CLS-IMG01351,CS-SCS,VSCS,0.987339,2.8e-05,0.012532,0.987339,0.000101,adjacent_class,55.0,8.5,SCS,2001329S06095,BAKO:BESSI,SI,south_indian_ocean,,2001-11-30T21:00:00Z,,,G0078
data/processed/classification/CS-SCS/CLS_01632.png,CLS-IMG01460,CS-SCS,D-DD,0.985149,0.985149,0.014851,1e-06,0.0,adjacent_class,43.0,9.5,CS,2004125N11074,UNNAMED,NI,north_indian_ocean,arabian_sea,2004-05-08T21:00:00Z,45.0,newdelhi,G0167
data/processed/classification/CS-SCS/CLS_01617.png,CLS-IMG01445,CS-SCS,VSCS,0.984521,0.000459,0.008537,0.984521,0.006484,adjacent_class,53.0,10.5,SCS,2003345N05092,UNNAMED,NI,north_indian_ocean,bay_of_bengal,2003-12-15T03:00:00Z,55.0,newdelhi,G0151
data/processed/classification/CS-SCS/CLS_02665.png,CLS-IMG02378,CS-SCS,VSCS,0.984479,0.005566,0.008318,0.984479,0.001637,adjacent_class,35.0,1.5,CS,2022221N24149,MEARI,WP,pacific_ocean,western_pacific,2022-08-11T18:00:00Z,35.0,tokyo,G1263
data/processed/classification/ESCS-SuCS/CLS_04313.png,CLS-IMG03863,ESCS-SuCS,VSCS,0.984144,0.000103,0.003959,0.984144,0.011794,adjacent_class,110.0,20.5,ESCS,2002033S13121,CHRIS,SI,south_indian_ocean,,2002-02-06T00:00:00Z,95.0,bom,G0085
data/processed/classification/CS-SCS/CLS_02645.png,CLS-IMG02360,CS-SCS,VSCS,0.983673,0.001379,0.014947,0.983673,1e-06,adjacent_class,35.0,1.5,CS,2022065S16055,GOMBE,SI,south_indian_ocean,,2022-03-07T18:00:00Z,35.0,reunion,G1256
data/processed/classification/ESCS-SuCS/CLS_04899.png,CLS-IMG04438,ESCS-SuCS,VSCS,0.982556,3.2e-05,0.000416,0.982556,0.016995,adjacent_class,105.0,15.5,ESCS,2012296N06135,SON-TINH,WP,pacific_ocean,western_pacific,2012-10-28T00:00:00Z,75.0,tokyo,G0455
data/processed/classification/VSCS/CLS_03003.png,CLS-IMG02676,VSCS,ESCS-SuCS,0.982014,1e-06,1.5e-05,0.01797,0.982014,adjacent_class,88.0,1.5,VSCS,2003267N15140,KOPPU,WP,pacific_ocean,western_pacific,2003-09-29T03:00:00Z,65.0,tokyo,G1351
data/processed/classification/ESCS-SuCS/CLS_04727.png,CLS-IMG04270,ESCS-SuCS,VSCS,0.981416,7e-06,8.3e-05,0.981416,0.018495,adjacent_class,93.0,3.5,ESCS,2009074S10129,ILSA,SI,south_indian_ocean,,2009-03-20T09:00:00Z,,,G1414
data/processed/classification/CS-SCS/CLS_02511.png,CLS-IMG02240,CS-SCS,D-DD,0.981296,0.981296,0.018682,2.1e-05,0.0,adjacent_class,35.0,1.5,CS,2020052S13140,ESTHER,SI,south_indian_ocean,,2020-02-26T06:00:00Z,25.0,bom,G0730
data/processed/classification/CS-SCS/CLS_01927.png,CLS-IMG01724,CS-SCS,VSCS,0.98116,2.5e-05,0.000648,0.98116,0.018167,adjacent_class,40.0,6.5,CS,2009210N11231,LANA,EP,pacific_ocean,eastern_pacific,2009-07-30T21:00:00Z,,,G0347
data/processed/classification/VSCS/CLS_03340.png,CLS-IMG02976,VSCS,ESCS-SuCS,0.979946,2e-06,3e-05,0.020021,0.979946,adjacent_class,85.0,4.5,VSCS,2010069S12188,TOMAS,SP,pacific_ocean,southern_pacific,2010-03-14T06:00:00Z,80.0,nadi,G1423
data/processed/classification/CS-SCS/CLS_01469.png,CLS-IMG01314,CS-SCS,D-DD,0.97918,0.97918,0.020517,0.000268,3.5e-05,adjacent_class,35.0,1.5,CS,2001039S11139,WINSOME,SI,south_indian_ocean,,2001-02-11T12:00:00Z,25.0,bom,G0044
data/processed/classification/CS-SCS/CLS_01836.png,CLS-IMG01644,CS-SCS,D-DD,0.978796,0.978796,0.021033,0.00017,1e-06,adjacent_class,50.0,13.5,SCS,2008037S10055,IVAN,SI,south_indian_ocean,,2008-02-12T21:00:00Z,,,G1026
data/processed/classification/ESCS-SuCS/CLS_04418.png,CLS-IMG03968,ESCS-SuCS,VSCS,0.978043,0.000115,0.002361,0.978043,0.019481,adjacent_class,120.0,30.5,SuCS,2003240N20139,DUJUAN,WP,pacific_ocean,western_pacific,2003-09-01T18:00:00Z,80.0,tokyo,G0952
data/processed/classification/CS-SCS/CLS_01606.png,CLS-IMG01436,CS-SCS,D-DD,0.977934,0.977934,0.022064,1e-06,0.0,adjacent_class,35.0,1.5,CS,2003272S05066,ABAIMBA,SI,south_indian_ocean,,2003-09-30T09:00:00Z,,,G0144
data/processed/classification/CS-SCS/CLS_02425.png,CLS-IMG02168,CS-SCS,D-DD,0.977319,0.977319,0.022674,7e-06,0.0,adjacent_class,40.0,6.5,CS,2018221N17112,BEBINCA,WP,pacific_ocean,western_pacific,2018-08-14T06:00:00Z,35.0,tokyo,G0672
data/processed/classification/D-DD/CLS_01106.png,CLS-IMG00982,D-DD,CS-SCS,0.977313,0.019809,0.977313,0.002861,1.8e-05,adjacent_class,30.0,3.5,DD,2019335N05058,PAWAN,NI,north_indian_ocean,arabian_sea,2019-12-02T15:00:00Z,,,G0718
data/processed/classification/D-DD/CLS_00574.png,CLS-IMG00507,D-DD,VSCS,0.975915,0.0003,0.023569,0.975915,0.000216,non_adjacent,30.0,3.5,DD,2009247N19089,UNNAMED,NI,north_indian_ocean,bay_of_bengal,2009-09-06T03:00:00Z,30.0,newdelhi,G0355
data/processed/classification/ESCS-SuCS/CLS_04610.png,CLS-IMG04159,ESCS-SuCS,VSCS,0.975903,0.000115,0.000996,0.975903,0.022986,adjacent_class,90.0,0.5,ESCS,2006311N16143,CHEBI,WP,pacific_ocean,western_pacific,2006-11-10T03:00:00Z,,,G1005
data/processed/classification/CS-SCS/CLS_02286.png,CLS-IMG02042,CS-SCS,VSCS,0.97566,0.000764,0.023574,0.97566,3e-06,adjacent_class,35.0,1.5,CS,2016108S17181,AMOS,SP,pacific_ocean,southern_pacific,2016-04-20T06:00:00Z,30.0,nadi,G0581
data/processed/classification/D-DD/CLS_00160.png,CLS-IMG00145,D-DD,VSCS,0.975432,0.001997,0.022297,0.975432,0.000274,non_adjacent,30.0,3.5,DD,2002126N09068,UNNAMED,NI,north_indian_ocean,arabian_sea,2002-05-10T18:00:00Z,,,G0095
data/processed/classification/D-DD/CLS_00029.png,CLS-IMG00026,D-DD,VSCS,0.975318,0.000653,0.020958,0.975318,0.003071,non_adjacent,20.0,13.5,D,2000138N16119,LONGWANG,WP,pacific_ocean,western_pacific,2000-05-18T09:00:00Z,,,G0018
data/processed/classification/ESCS-SuCS/CLS_04409.png,CLS-IMG03959,ESCS-SuCS,VSCS,0.974911,0.000383,0.024657,0.974911,4.9e-05,adjacent_class,95.0,5.5,ESCS,2003196N05150,IMBUDO,WP,pacific_ocean,western_pacific,2003-07-19T21:00:00Z,,,G0132
data/processed/classification/CS-SCS/CLS_02681.png,CLS-IMG02393,CS-SCS,VSCS,0.974821,0.014641,0.010532,0.974821,6e-06,adjacent_class,35.0,1.5,CS,2022268N20147,KULAP,WP,pacific_ocean,western_pacific,2022-09-26T03:00:00Z,,,G1273
data/processed/classification/VSCS/CLS_03261.png,CLS-IMG02904,VSCS,ESCS-SuCS,0.9748,2e-06,1.8e-05,0.025179,0.9748,adjacent_class,85.0,4.5,VSCS,2008128N07134,RAMMASUN,WP,pacific_ocean,western_pacific,2008-05-09T12:00:00Z,75.0,tokyo,G1403
data/processed/classification/CS-SCS/CLS_01999.png,CLS-IMG01787,CS-SCS,VSCS,0.974435,0.00029,0.025273,0.974435,2e-06,adjacent_class,45.0,11.5,CS,2010305N06105,JAL,NI,north_indian_ocean,bay_of_bengal,2010-11-05T06:00:00Z,35.0,newdelhi,G0392
data/processed/classification/VSCS/CLS_03553.png,CLS-IMG03165,VSCS,ESCS-SuCS,0.972011,3e-06,2.1e-05,0.027964,0.972011,adjacent_class,65.0,1.5,VSCS,2014184N08147,NEOGURI,WP,pacific_ocean,western_pacific,2014-07-04T18:00:00Z,70.0,tokyo,G1465
data/processed/classification/CS-SCS/CLS_01526.png,CLS-IMG01366,CS-SCS,VSCS,0.970357,0.020266,0.009171,0.970357,0.000206,adjacent_class,55.0,8.5,SCS,2002096S10103,DIANNE:JERY,SI,south_indian_ocean,,2002-04-07T12:00:00Z,55.0,bom,G0093
data/processed/classification/VSCS/CLS_03341.png,CLS-IMG02977,VSCS,CS-SCS,0.969612,0.008973,0.969612,0.02131,0.000105,adjacent_class,75.0,11.5,VSCS,2010069S12188,TOMAS,SP,pacific_ocean,southern_pacific,2010-03-17T09:00:00Z,,,G1423
data/processed/classification/VSCS/CLS_03532.png,CLS-IMG03147,VSCS,ESCS-SuCS,0.969258,1e-06,6e-06,0.030735,0.969258,adjacent_class,80.0,9.5,VSCS,2013360S12124,CHRISTINE,SI,south_indian_ocean,,2013-12-30T00:00:00Z,70.0,bom,G0498
data/processed/classification/VSCS/CLS_03920.png,CLS-IMG03490,VSCS,CS-SCS,0.966672,0.026085,0.966672,0.007234,8e-06,adjacent_class,65.0,1.5,VSCS,2019288N16136,NEOGURI,WP,pacific_ocean,western_pacific,2019-10-20T12:00:00Z,65.0,tokyo,G1552
data/processed/classification/CS-SCS/CLS_01683.png,CLS-IMG01508,CS-SCS,VSCS,0.964874,2e-06,2.6e-05,0.964874,0.035098,adjacent_class,50.0,13.5,SCS,2005089S10085,ISANG,SI,south_indian_ocean,,2005-04-06T00:00:00Z,55.0,reunion,G0972
data/processed/classification/CS-SCS/CLS_02726.png,CLS-IMG02434,CS-SCS,VSCS,0.963581,0.004519,0.031893,0.963581,8e-06,adjacent_class,58.0,5.5,SCS,2023281N14260,MAX,EP,pacific_ocean,eastern_pacific,2023-10-09T15:00:00Z,,,G1291
data/processed/classification/CS-SCS/CLS_01766.png,CLS-IMG01584,CS-SCS,D-DD,0.963019,0.963019,0.036936,4.4e-05,1e-06,adjacent_class,40.0,6.5,CS,2006318N12256,SERGIO,EP,pacific_ocean,eastern_pacific,2006-11-17T21:00:00Z,,,G0257
data/processed/classification/CS-SCS/CLS_02691.png,CLS-IMG02403,CS-SCS,VSCS,0.962532,0.000765,0.033908,0.962532,0.002795,adjacent_class,55.0,8.5,SCS,2022299N11134,NALGAE,WP,pacific_ocean,western_pacific,2022-10-29T06:00:00Z,50.0,tokyo,G1279
data/processed/classification/CS-SCS/CLS_01702.png,CLS-IMG01525,CS-SCS,VSCS,0.961453,0.000301,0.038005,0.961453,0.000242,adjacent_class,45.0,11.5,CS,2005266N15252,NORMA,EP,pacific_ocean,eastern_pacific,2005-09-24T09:00:00Z,,,G0983
data/processed/classification/CS-SCS/CLS_01949.png,CLS-IMG01744,CS-SCS,VSCS,0.960775,0.000451,0.00251,0.960775,0.036264,adjacent_class,55.0,8.5,SCS,2009287N10154,LUPIT,WP,pacific_ocean,western_pacific,2009-10-25T00:00:00Z,55.0,tokyo,G1061
data/processed/classification/ESCS-SuCS/CLS_04410.png,CLS-IMG03960,ESCS-SuCS,VSCS,0.95908,5.2e-05,0.000418,0.95908,0.04045,adjacent_class,130.0,40.5,SuCS,2003196N05150,IMBUDO,WP,pacific_ocean,western_pacific,2003-07-21T00:00:00Z,85.0,tokyo,G0132
data/processed/classification/ESCS-SuCS/CLS_04594.png,CLS-IMG04143,ESCS-SuCS,VSCS,0.958392,3.2e-05,0.000137,0.958392,0.04144,adjacent_class,115.0,25.5,ESCS,2006240N12265,JOHN,EP,pacific_ocean,eastern_pacific,2006-08-30T18:00:00Z,115.0,hurdat_epa,G0245
data/processed/classification/CS-SCS/CLS_02042.png,CLS-IMG01827,CS-SCS,VSCS,0.95789,6e-06,0.000106,0.95789,0.041998,adjacent_class,55.0,8.5,SCS,2012037S17176,CYRIL,SP,pacific_ocean,southern_pacific,2012-02-07T09:00:00Z,,,G0434
data/processed/classification/CS-SCS/CLS_02745.png,CLS-IMG02450,CS-SCS,D-DD,0.954831,0.954831,0.044102,0.001064,3e-06,adjacent_class,35.0,1.5,CS,2024031S24154,UNNAMED,SP,pacific_ocean,southern_pacific,2024-02-09T21:00:00Z,,,G0867
data/processed/classification/VSCS/CLS_03367.png,CLS-IMG02999,VSCS,ESCS-SuCS,0.954653,2.8e-05,0.000174,0.045145,0.954653,adjacent_class,78.0,11.5,VSCS,2011013S15151,ZELIA,SP,pacific_ocean,southern_pacific,2011-01-15T21:00:00Z,,,G0396
data/processed/classification/CS-SCS/CLS_01583.png,CLS-IMG01417,CS-SCS,D-DD,0.953365,0.953365,0.044868,0.001698,6.9e-05,adjacent_class,35.0,1.5,CS,2003067S13130,CRAIG,SI,south_indian_ocean,,2003-03-10T12:00:00Z,50.0,bom,G0124
data/processed/classification/CS-SCS/CLS_01947.png,CLS-IMG01742,CS-SCS,D-DD,0.952374,0.952374,0.047601,2.4e-05,1e-06,adjacent_class,40.0,6.5,CS,2009270N10148,PARMA,WP,pacific_ocean,western_pacific,2009-10-14T09:00:00Z,,,G1059
data/processed/classification/D-DD/CLS_01364.png,CLS-IMG01218,D-DD,CS-SCS,0.950983,0.034209,0.950983,0.014786,2.2e-05,adjacent_class,25.0,8.5,D,2024145N14087,REMAL,NI,north_indian_ocean,bay_of_bengal,2024-05-27T21:00:00Z,,,G0877
data/processed/classification/ESCS-SuCS/CLS_04330.png,CLS-IMG03880,ESCS-SuCS,VSCS,0.950438,2.6e-05,0.000234,0.950438,0.049302,adjacent_class,90.0,0.5,ESCS,2002096S10103,DIANNE:JERY,SI,south_indian_ocean,,2002-04-09T03:00:00Z,,,G0093
data/processed/classification/CS-SCS/CLS_02510.png,CLS-IMG02239,CS-SCS,VSCS,0.948817,4.6e-05,0.05113,0.948817,7e-06,adjacent_class,35.0,1.5,CS,2020052S13140,ESTHER,SP,pacific_ocean,southern_pacific,2020-02-24T15:00:00Z,,,G0730
data/processed/classification/CS-SCS/CLS_02375.png,CLS-IMG02121,CS-SCS,VSCS,0.947354,0.020878,0.031356,0.947354,0.000412,adjacent_class,35.0,1.5,CS,2017304N11127,DAMREY,WP,pacific_ocean,western_pacific,2017-11-04T15:00:00Z,,,G0639
data/processed/classification/CS-SCS/CLS_01504.png,CLS-IMG01345,CS-SCS,VSCS,0.947207,0.018612,0.034165,0.947207,1.6e-05,adjacent_class,35.0,1.5,CS,2001298S07098,ALEX:ANDRE,SI,south_indian_ocean,,2001-10-26T06:00:00Z,35.0,bom,G0072
data/processed/classification/D-DD/CLS_00285.png,CLS-IMG00258,D-DD,CS-SCS,0.947122,0.05179,0.947122,0.001072,1.5e-05,adjacent_class,30.0,3.5,DD,2004215N22148,MALOU,WP,pacific_ocean,western_pacific,2004-08-05T03:00:00Z,,,G0176
data/processed/classification/D-DD/CLS_00699.png,CLS-IMG00615,D-DD,CS-SCS,0.946507,0.001943,0.946507,0.051492,5.8e-05,adjacent_class,30.0,3.5,DD,2012060S12069,UNNAMED,SI,south_indian_ocean,,2012-02-29T06:00:00Z,,,G0437
data/processed/classification/D-DD/CLS_00281.png,CLS-IMG00255,D-DD,CS-SCS,0.945228,0.054175,0.945228,0.000595,2e-06,adjacent_class,28.0,5.5,DD,2004185N16241,UNNAMED,EP,pacific_ocean,eastern_pacific,2004-07-02T21:00:00Z,,,G0173
