image_path,label,storm_id,basin,region,subregion,timestamp,image_id,class_name,intensity,difficulty,group_id
data/processed/cyclone/POS_0059.png,1,2000141N18116,WP,pacific_ocean,western_pacific,2000-05-21T03:00:00Z,IMG0044,cyclone,weak,,G0022
data/processed/cyclone/POS_0060.png,1,2000141N18116,WP,pacific_ocean,western_pacific,2000-05-21T18:00:00Z,IMG0045,cyclone,weak,,G0022
data/processed/cyclone/POS_0063.png,1,2000142N12262,EP,pacific_ocean,eastern_pacific,2000-05-24T12:00:00Z,IMG0046,cyclone,strong,,G0023
data/processed/cyclone/POS_0064.png,1,2000142N12262,EP,pacific_ocean,eastern_pacific,2000-05-26T06:00:00Z,IMG0047,cyclone,strong,,G0023
data/processed/cyclone/PRS_0035.png,1,2000150N11117,WP,pacific_ocean,western_pacific,2000-05-29T09:00:00Z,IMG0048,cyclone,weak,,G0024
data/processed/cyclone/PRS_0430.png,1,2000150N11117,WP,pacific_ocean,western_pacific,2000-05-30T21:00:00Z,IMG0049,cyclone,weak,,G0024
data/processed/cyclone/PRS_0674.png,1,2000150N11117,WP,pacific_ocean,western_pacific,2000-06-01T00:00:00Z,IMG0050,cyclone,weak,,G0024
data/processed/cyclone/PRS_0162.png,1,2000170N10268,EP,pacific_ocean,eastern_pacific,2000-06-18T00:00:00Z,IMG0053,cyclone,strong,,G0026
data/processed/cyclone/POS_0072.png,1,2000187N12245,EP,pacific_ocean,eastern_pacific,2000-07-06T21:00:00Z,IMG0054,cyclone,weak,,G0027
data/processed/cyclone/POS_0073.png,1,2000193N10131,WP,pacific_ocean,western_pacific,2000-07-12T00:00:00Z,IMG0055,cyclone,weak,,G0028
data/processed/cyclone/POS_0074.png,1,2000193N10131,WP,pacific_ocean,western_pacific,2000-07-14T12:00:00Z,IMG0056,cyclone,weak,,G0028
data/processed/cyclone/PRS_0457.png,1,2000196N16122,WP,pacific_ocean,western_pacific,2000-07-14T15:00:00Z,IMG0057,cyclone,weak,,G0028
data/processed/cyclone/POS_0075.png,1,2000193N10131,WP,pacific_ocean,western_pacific,2000-07-16T18:00:00Z,IMG0058,cyclone,weak,,G0028
data/processed/cyclone/PRS_0645.png,1,2000203N17249,EP,pacific_ocean,eastern_pacific,2000-07-21T09:00:00Z,IMG0059,cyclone,weak,,G0029
data/processed/cyclone/PRS_0227.png,1,2000203N17249,EP,pacific_ocean,eastern_pacific,2000-07-22T12:00:00Z,IMG0060,cyclone,weak,,G0029
data/processed/cyclone/PRS_0678.png,1,2000203N17249,EP,pacific_ocean,eastern_pacific,2000-07-23T12:00:00Z,IMG0061,cyclone,weak,,G0029
data/processed/cyclone/PRS_0474.png,1,2000220N24149,WP,pacific_ocean,western_pacific,2000-08-08T18:00:00Z,IMG0064,cyclone,weak,,G0032
data/processed/cyclone/PRS_0656.png,1,2000220N24149,WP,pacific_ocean,western_pacific,2000-08-10T00:00:00Z,IMG0065,cyclone,weak,,G0032
data/processed/cyclone/POS_0077.png,1,2000230N30169,WP,pacific_ocean,western_pacific,2000-08-17T00:00:00Z,IMG0066,cyclone,weak,,G0033
data/processed/cyclone/POS_0078.png,1,2000230N30169,WP,pacific_ocean,western_pacific,2000-08-18T09:00:00Z,IMG0067,cyclone,weak,,G0033
data/processed/cyclone/POS_0080.png,1,2000236N17084,NI,north_indian_ocean,bay_of_bengal,2000-08-23T09:00:00Z,IMG0068,cyclone,weak,,G0034
data/processed/cyclone/POS_0082.png,1,2000236N17084,NI,north_indian_ocean,bay_of_bengal,2000-08-23T21:00:00Z,IMG0069,cyclone,weak,,G0034
data/processed/cyclone/POS_0083.png,1,2000241N15223,EP,pacific_ocean,eastern_pacific,2000-08-29T06:00:00Z,IMG0071,cyclone,medium,,G0036
data/processed/cyclone/POS_0086.png,1,2000241N15223,EP,pacific_ocean,eastern_pacific,2000-09-01T12:00:00Z,IMG0072,cyclone,medium,,G0036
data/processed/cyclone/PRS_0134.png,1,2000248N17117,WP,pacific_ocean,western_pacific,2000-09-05T12:00:00Z,IMG0073,cyclone,strong,,G0037
data/processed/cyclone/POS_0088.png,1,2000248N18126,WP,pacific_ocean,western_pacific,2000-09-07T18:00:00Z,IMG0074,cyclone,medium,,G0038
data/processed/cyclone/POS_0089.png,1,2000248N18126,WP,pacific_ocean,western_pacific,2000-09-09T15:00:00Z,IMG0076,cyclone,medium,,G0038
data/processed/cyclone/POS_0098.png,1,2000260N15178,WP,pacific_ocean,western_pacific,2000-09-15T18:00:00Z,IMG0078,cyclone,strong,,G0040
data/processed/cyclone/PRS_0116.png,1,2000281N11111,WP,pacific_ocean,western_pacific,2000-10-12T12:00:00Z,IMG0080,cyclone,medium,,G0042
data/processed/cyclone/POS_0099.png,1,2000289N15089,NI,north_indian_ocean,bay_of_bengal,2000-10-15T18:00:00Z,IMG0081,cyclone,medium,,G0043
data/processed/cyclone/POS_0100.png,1,2000289N15089,NI,north_indian_ocean,bay_of_bengal,2000-10-19T03:00:00Z,IMG0082,cyclone,medium,,G0043
data/processed/cyclone/POS_0101.png,1,2000299N13093,NI,north_indian_ocean,bay_of_bengal,2000-10-26T09:00:00Z,IMG0083,cyclone,medium,,G0044
data/processed/cyclone/POS_0102.png,1,2000299N13093,NI,north_indian_ocean,bay_of_bengal,2000-10-27T09:00:00Z,IMG0084,cyclone,medium,,G0044
data/processed/cyclone/POS_0103.png,1,2000313N18126,WP,pacific_ocean,western_pacific,2000-11-08T09:00:00Z,IMG0085,cyclone,weak,,G0045
data/processed/cyclone/POS_0104.png,1,2000313N18126,WP,pacific_ocean,western_pacific,2000-11-09T21:00:00Z,IMG0086,cyclone,weak,,G0045
data/processed/cyclone/POS_0105.png,1,2000331N09092,NI,north_indian_ocean,bay_of_bengal,2000-11-26T03:00:00Z,IMG0088,cyclone,strong,,G0047
data/processed/cyclone/POS_0106.png,1,2000331N09092,NI,north_indian_ocean,bay_of_bengal,2000-11-27T00:00:00Z,IMG0089,cyclone,strong,,G0047
data/processed/cyclone/POS_0107.png,1,2000331N09092,NI,north_indian_ocean,bay_of_bengal,2000-11-27T21:00:00Z,IMG0090,cyclone,strong,,G0047
data/processed/cyclone/POS_0108.png,1,2000331N09092,NI,north_indian_ocean,bay_of_bengal,2000-11-28T15:00:00Z,IMG0091,cyclone,strong,,G0047
data/processed/cyclone/POS_0109.png,1,2000331N09092,NI,north_indian_ocean,bay_of_bengal,2000-11-29T12:00:00Z,IMG0093,cyclone,strong,,G0047
data/processed/cyclone/POS_0110.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-11-30T03:00:00Z,IMG0094,cyclone,strong,,G0047
data/processed/cyclone/POS_0111.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-11-30T15:00:00Z,IMG0095,cyclone,strong,,G0047
data/processed/cyclone/POS_0112.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-01T03:00:00Z,IMG0096,cyclone,strong,,G0047
data/processed/cyclone/POS_0113.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-01T18:00:00Z,IMG0097,cyclone,strong,,G0047
data/processed/cyclone/POS_0114.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-02T09:00:00Z,IMG0098,cyclone,strong,,G0047
data/processed/cyclone/POS_0115.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-03T03:00:00Z,IMG0099,cyclone,strong,,G0047
data/processed/cyclone/POS_0117.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-04T06:00:00Z,IMG0100,cyclone,strong,,G0047
data/processed/cyclone/POS_0118.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-05T00:00:00Z,IMG0102,cyclone,strong,,G0047
data/processed/cyclone/POS_0119.png,1,2000331N09092,NI,north_indian_ocean,arabian_sea,2000-12-05T18:00:00Z,IMG0103,cyclone,strong,,G0047
data/processed/cyclone/POS_0121.png,1,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-24T06:00:00Z,IMG0105,cyclone,strong,,G0050
data/processed/cyclone/POS_0122.png,1,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-25T00:00:00Z,IMG0106,cyclone,strong,,G0050
data/processed/cyclone/POS_0123.png,1,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-26T00:00:00Z,IMG0107,cyclone,strong,,G0050
data/processed/cyclone/POS_0124.png,1,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-26T03:00:00Z,IMG0108,cyclone,strong,,G0050
data/processed/cyclone/POS_0126.png,1,2000358N08086,NI,north_indian_ocean,bay_of_bengal,2000-12-27T15:00:00Z,IMG0109,cyclone,strong,,G0050
data/processed/cyclone/POS_0127.png,1,2000358N08086,NI,north_indian_ocean,arabian_sea,2000-12-28T09:00:00Z,IMG0110,cyclone,strong,,G0050
data/processed/cyclone/POS_0134.png,1,2001003S09091,SI,south_indian_ocean,,2001-01-04T21:00:00Z,IMG0111,cyclone,strong,,G0051
data/processed/cyclone/POS_0135.png,1,2001003S09091,SI,south_indian_ocean,,2001-01-08T12:00:00Z,IMG0112,cyclone,strong,,G0051
data/processed/cyclone/PRS_0261.png,1,2001039S13117,SI,south_indian_ocean,,2001-02-09T15:00:00Z,IMG0115,cyclone,medium,,G0054
data/processed/cyclone/PRS_0109.png,1,2001039S13117,SI,south_indian_ocean,,2001-02-12T06:00:00Z,IMG0116,cyclone,medium,,G0054
data/processed/cyclone/POS_0138.png,1,2001045S14142,SP,pacific_ocean,southern_pacific,2001-02-16T09:00:00Z,IMG0117,cyclone,medium,,G0055
data/processed/cyclone/PRS_0527.png,1,2001047S17157,SP,pacific_ocean,southern_pacific,2001-02-17T00:00:00Z,IMG0118,cyclone,medium,,G0056
data/processed/cyclone/PRS_0410.png,1,2001047N09134,WP,pacific_ocean,western_pacific,2001-02-17T06:00:00Z,IMG0119,cyclone,weak,,G0057
data/processed/cyclone/PRS_0659.png,1,2001047N09134,WP,pacific_ocean,western_pacific,2001-02-18T06:00:00Z,IMG0120,cyclone,weak,,G0057
data/processed/cyclone/PRS_0514.png,1,2001047N09134,WP,pacific_ocean,western_pacific,2001-02-20T00:00:00Z,IMG0121,cyclone,weak,,G0057
data/processed/cyclone/PRS_0290.png,1,2001054S15155,SP,pacific_ocean,southern_pacific,2001-02-25T06:00:00Z,IMG0123,cyclone,strong,,G0059
data/processed/cyclone/POS_0144.png,1,2001056S11163,SP,pacific_ocean,southern_pacific,2001-02-27T15:00:00Z,IMG0124,cyclone,strong,,G0060
data/processed/cyclone/POS_0145.png,1,2001060S19223,SP,pacific_ocean,southern_pacific,2001-03-02T15:00:00Z,IMG0125,cyclone,medium,,G0061
data/processed/cyclone/PRS_0133.png,1,2001093S10062,SI,south_indian_ocean,,2001-04-04T06:00:00Z,IMG0126,cyclone,strong,,G0062
data/processed/cyclone/POS_0147.png,1,2001094S12172,SP,pacific_ocean,southern_pacific,2001-04-05T00:00:00Z,IMG0128,cyclone,strong,,G0064
data/processed/cyclone/POS_0149.png,1,2001094S12172,SP,pacific_ocean,southern_pacific,2001-04-10T12:00:00Z,IMG0129,cyclone,strong,,G0064
data/processed/cyclone/POS_0150.png,1,2001106N04138,WP,pacific_ocean,western_pacific,2001-04-16T09:00:00Z,IMG0130,cyclone,weak,,G0065
data/processed/cyclone/POS_0154.png,1,2001106S08137,SI,south_indian_ocean,,2001-04-17T22:00:00Z,IMG0131,cyclone,strong,,G0066
data/processed/cyclone/POS_0151.png,1,2001106N04138,WP,pacific_ocean,western_pacific,2001-04-18T18:00:00Z,IMG0132,cyclone,weak,,G0065
data/processed/cyclone/POS_0156.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-21T06:00:00Z,IMG0133,cyclone,strong,,G0067
data/processed/cyclone/POS_0157.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-21T18:00:00Z,IMG0134,cyclone,strong,,G0067
data/processed/cyclone/POS_0160.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-23T12:00:00Z,IMG0135,cyclone,strong,,G0067
data/processed/cyclone/POS_0161.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-24T03:00:00Z,IMG0136,cyclone,strong,,G0067
data/processed/cyclone/POS_0163.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-25T06:00:00Z,IMG0137,cyclone,strong,,G0067
data/processed/cyclone/POS_0165.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-26T06:00:00Z,IMG0138,cyclone,strong,,G0067
data/processed/cyclone/POS_0166.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-26T21:00:00Z,IMG0139,cyclone,strong,,G0067
data/processed/cyclone/POS_0168.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-28T06:00:00Z,IMG0140,cyclone,strong,,G0067
data/processed/cyclone/POS_0169.png,1,2001141N14068,NI,north_indian_ocean,arabian_sea,2001-05-29T00:00:00Z,IMG0141,cyclone,strong,,G0067
data/processed/cyclone/PRS_0644.png,1,2001163N20087,NI,north_indian_ocean,bay_of_bengal,2001-06-12T15:00:00Z,IMG0142,cyclone,weak,,G0068
data/processed/cyclone/POS_0170.png,1,2001171N12234,EP,pacific_ocean,eastern_pacific,2001-06-21T12:00:00Z,IMG0143,cyclone,medium,,G0069
data/processed/cyclone/POS_0171.png,1,2001171N12234,EP,pacific_ocean,eastern_pacific,2001-06-24T15:00:00Z,IMG0144,cyclone,medium,,G0069
data/processed/cyclone/PRS_0494.png,1,2001192N21177,WP,pacific_ocean,western_pacific,2001-07-11T06:00:00Z,IMG0145,cyclone,weak,,G0070
data/processed/cyclone/POS_0174.png,1,2001225N18146,WP,pacific_ocean,western_pacific,2001-08-22T09:00:00Z,IMG0150,cyclone,strong,,G0074
data/processed/cyclone/PRS_0697.png,1,2001235N17225,EP,pacific_ocean,eastern_pacific,2001-08-22T15:00:00Z,IMG0151,cyclone,weak,,G0075
data/processed/cyclone/PRS_0548.png,1,2001235N17225,EP,pacific_ocean,eastern_pacific,2001-08-23T15:00:00Z,IMG0152,cyclone,weak,,G0075
data/processed/cyclone/POS_0175.png,1,2001238N16139,WP,pacific_ocean,western_pacific,2001-08-26T06:00:00Z,IMG0153,cyclone,strong,,G0076
data/processed/cyclone/POS_0176.png,1,2001238N16139,WP,pacific_ocean,western_pacific,2001-08-28T09:00:00Z,IMG0154,cyclone,strong,,G0076
data/processed/cyclone/PRS_0049.png,1,2001247N15237,EP,pacific_ocean,eastern_pacific,2001-09-04T12:00:00Z,IMG0158,cyclone,strong,,G0079
data/processed/cyclone/PRS_0074.png,1,2001248N23125,WP,pacific_ocean,western_pacific,2001-09-09T03:00:00Z,IMG0159,cyclone,strong,,G0080
data/processed/cyclone/POS_0182.png,1,2001253N13213,EP,pacific_ocean,eastern_pacific,2001-09-10T00:00:00Z,IMG0160,cyclone,weak,,G0081
data/processed/cyclone/POS_0183.png,1,2001253N13213,EP,pacific_ocean,eastern_pacific,2001-09-10T09:00:00Z,IMG0161,cyclone,weak,,G0081
data/processed/cyclone/POS_0184.png,1,2001253N13213,EP,pacific_ocean,eastern_pacific,2001-09-10T18:00:00Z,IMG0162,cyclone,weak,,G0081
data/processed/cyclone/POS_0185.png,1,2001253N13213,EP,pacific_ocean,eastern_pacific,2001-09-11T03:00:00Z,IMG0163,cyclone,weak,,G0081
data/processed/cyclone/POS_0186.png,1,2001265N16244,EP,pacific_ocean,eastern_pacific,2001-09-22T15:00:00Z,IMG0166,cyclone,strong,,G0083
data/processed/cyclone/POS_0187.png,1,2001265N16244,EP,pacific_ocean,eastern_pacific,2001-09-23T12:00:00Z,IMG0167,cyclone,strong,,G0083
data/processed/cyclone/POS_0189.png,1,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-24T00:00:00Z,IMG0168,cyclone,medium,,G0084
data/processed/cyclone/POS_0190.png,1,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-25T03:00:00Z,IMG0169,cyclone,medium,,G0084
data/processed/cyclone/POS_0188.png,1,2001265N16244,EP,pacific_ocean,eastern_pacific,2001-09-25T12:00:00Z,IMG0170,cyclone,strong,,G0083
data/processed/cyclone/POS_0191.png,1,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-26T06:00:00Z,IMG0171,cyclone,medium,,G0084
data/processed/cyclone/POS_0192.png,1,2001267N17070,NI,north_indian_ocean,arabian_sea,2001-09-27T09:00:00Z,IMG0172,cyclone,medium,,G0084
data/processed/cyclone/PRS_0415.png,1,2001276N14240,EP,pacific_ocean,eastern_pacific,2001-10-03T09:00:00Z,IMG0173,cyclone,weak,,G0085
data/processed/cyclone/POS_0204.png,1,2001277S10082,SI,south_indian_ocean,,2001-10-05T06:00:00Z,IMG0174,cyclone,medium,,G0086
data/processed/cyclone/POS_0193.png,1,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-08T06:00:00Z,IMG0175,cyclone,medium,,G0087
data/processed/cyclone/POS_0194.png,1,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-09T12:00:00Z,IMG0176,cyclone,medium,,G0087
data/processed/cyclone/POS_0195.png,1,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-10T21:00:00Z,IMG0177,cyclone,medium,,G0087
data/processed/cyclone/POS_0196.png,1,2001281N18071,NI,north_indian_ocean,arabian_sea,2001-10-12T09:00:00Z,IMG0178,cyclone,medium,,G0087
data/processed/cyclone/PRS_0333.png,1,2001284N14261,EP,pacific_ocean,eastern_pacific,2001-10-17T12:00:00Z,IMG0180,cyclone,medium,,G0089
data/processed/cyclone/POS_0197.png,1,2001294N11235,EP,pacific_ocean,eastern_pacific,2001-10-22T21:00:00Z,IMG0181,cyclone,strong,,G0090
data/processed/cyclone/PRS_0600.png,1,2001313N12084,NI,north_indian_ocean,bay_of_bengal,2001-11-11T00:00:00Z,IMG0183,cyclone,weak,,G0092
data/processed/cyclone/PRS_0587.png,1,2001313N12084,NI,north_indian_ocean,bay_of_bengal,2001-11-12T03:00:00Z,IMG0184,cyclone,weak,,G0092
data/processed/cyclone/POS_0206.png,1,2001320S11146,SP,pacific_ocean,southern_pacific,2001-11-17T06:00:00Z,IMG0185,cyclone,medium,,G0093
data/processed/cyclone/PRS_0263.png,1,2001321N07148,WP,pacific_ocean,western_pacific,2001-11-17T21:00:00Z,IMG0186,cyclone,medium,,G0094
data/processed/cyclone/POS_0208.png,1,2001324S12081,SI,south_indian_ocean,,2001-11-23T12:00:00Z,IMG0187,cyclone,medium,,G0095
data/processed/cyclone/POS_0209.png,1,2001329S06095,SI,south_indian_ocean,,2001-11-25T15:00:00Z,IMG0188,cyclone,strong,,G0096
data/processed/cyclone/POS_0199.png,1,2001361N01106,WP,pacific_ocean,western_pacific,2001-12-26T15:00:00Z,IMG0189,cyclone,strong,,G0097
data/processed/cyclone/POS_0200.png,1,2001361N01106,WP,pacific_ocean,western_pacific,2001-12-28T06:00:00Z,IMG0190,cyclone,strong,,G0097
data/processed/cyclone/POS_0201.png,1,2001361N01106,NI,north_indian_ocean,bay_of_bengal,2001-12-29T18:00:00Z,IMG0191,cyclone,strong,,G0097
data/processed/cyclone/POS_0202.png,1,2001361N01106,NI,north_indian_ocean,bay_of_bengal,2001-12-30T18:00:00Z,IMG0192,cyclone,strong,,G0097
data/processed/cyclone/POS_0203.png,1,2001361N01106,NI,north_indian_ocean,bay_of_bengal,2001-12-31T15:00:00Z,IMG0193,cyclone,strong,,G0097
data/processed/cyclone/POS_0214.png,1,2002033S13121,SI,south_indian_ocean,,2002-02-04T01:00:00Z,IMG0196,cyclone,strong,,G0099
data/processed/cyclone/POS_0215.png,1,2002033S13121,SI,south_indian_ocean,,2002-02-07T04:00:00Z,IMG0197,cyclone,strong,,G0099
data/processed/cyclone/POS_0213.png,1,2002030S13093,SI,south_indian_ocean,,2002-02-07T15:00:00Z,IMG0198,cyclone,strong,,G0100
data/processed/cyclone/POS_0216.png,1,2002040S14130,SI,south_indian_ocean,,2002-02-09T09:00:00Z,IMG0199,cyclone,weak,,G0101
data/processed/cyclone/POS_0217.png,1,2002040S14130,SI,south_indian_ocean,,2002-02-10T03:00:00Z,IMG0200,cyclone,weak,,G0101
data/processed/cyclone/POS_0218.png,1,2002040S14130,SI,south_indian_ocean,,2002-02-10T21:00:00Z,IMG0201,cyclone,weak,,G0101
data/processed/cyclone/POS_0219.png,1,2002040S14130,SI,south_indian_ocean,,2002-02-11T15:00:00Z,IMG0202,cyclone,weak,,G0101
data/processed/cyclone/PRS_0314.png,1,2002042S20156,SP,pacific_ocean,southern_pacific,2002-02-11T18:00:00Z,IMG0203,cyclone,strong,,G0102
data/processed/cyclone/POS_0220.png,1,2002040S14130,SI,south_indian_ocean,,2002-02-12T09:00:00Z,IMG0204,cyclone,weak,,G0101
data/processed/cyclone/POS_0221.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-13T00:00:00Z,IMG0205,cyclone,weak,,G0101
data/processed/cyclone/POS_0222.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-13T09:00:00Z,IMG0206,cyclone,weak,,G0101
data/processed/cyclone/POS_0223.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-13T21:00:00Z,IMG0207,cyclone,weak,,G0101
data/processed/cyclone/POS_0224.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-14T06:00:00Z,IMG0208,cyclone,weak,,G0101
data/processed/cyclone/POS_0228.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-16T03:00:00Z,IMG0209,cyclone,weak,,G0101
data/processed/cyclone/POS_0229.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-16T12:00:00Z,IMG0210,cyclone,weak,,G0101
data/processed/cyclone/POS_0230.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-16T21:00:00Z,IMG0211,cyclone,weak,,G0101
data/processed/cyclone/POS_0231.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-17T06:00:00Z,IMG0212,cyclone,weak,,G0101
data/processed/cyclone/PRS_0048.png,1,2002045S18049,SI,south_indian_ocean,,2002-02-17T09:00:00Z,IMG0213,cyclone,strong,,G0103
data/processed/cyclone/POS_0232.png,1,2002040S14130,SP,pacific_ocean,southern_pacific,2002-02-17T18:00:00Z,IMG0214,cyclone,weak,,G0101
data/processed/cyclone/POS_0233.png,1,2002040S14130,SI,south_indian_ocean,,2002-02-18T00:00:00Z,IMG0215,cyclone,weak,,G0101
data/processed/cyclone/POS_0234.png,1,2002040S14130,SI,south_indian_ocean,,2002-02-18T15:00:00Z,IMG0216,cyclone,weak,,G0101
