file,ext,bytes,format,width,height,mode,readable,pixel_sha256,zero_fraction,saturated_fraction,pixel_std,pixel_mean,sample_id,cyclone_id,satellite_source
POS_0025.png,.png,33971,PNG,256,256,L,True,89832255f97d8d3b351af99ff265ac6b1e77d82cbd1a2fcff5980257d346d4a7,0.0,0.0,53.2950152645774,83.59515380859375,POS_0025,2000032S11116,NOAA HURSAT-B1 v07b
POS_0026.png,.png,31794,PNG,256,256,L,True,f4ffe30d82436d42e46975ac1d3590542104763b4eb321620336d843d7657021,0.0,0.0,33.84276760501602,57.82746887207031,POS_0026,2000032S11116,NOAA HURSAT-B1 v07b
POS_0027.png,.png,35279,PNG,256,256,L,True,46bc4d5b065317671303b3a5fd85878810859f2d2fc762f757bbc679515e5876,0.0,0.0,48.098839052796016,70.86506652832031,POS_0027,2000032S11116,NOAA HURSAT-B1 v07b
POS_0028.png,.png,32557,PNG,256,256,L,True,a4851777ed6e919ea9ec5ece50f4a562b902c5ad8c481944d5d77a7ef4a8f0c4,0.0,0.0,30.616829145284143,71.02622985839844,POS_0028,2000032S11116,NOAA HURSAT-B1 v07b
POS_0029.png,.png,33833,PNG,256,256,L,True,4f72fefcffbb7c2685ed847210f72b88118f0eb7986011ce6c0af4dc03f967c6,0.0,0.0,51.154795449903126,80.39988708496094,POS_0029,2000056S17152,NOAA HURSAT-B1 v07b
POS_0030.png,.png,34156,PNG,256,256,L,True,df0398d9dcffc1367b15adbe82532aefae1d710749b6ca02f54f0fb0dd9fc1e1,0.0450286865234375,0.0,65.55042053693506,85.38583374023438,POS_0030,2000056S17152,NOAA HURSAT-B1 v07b
POS_0031.png,.png,34255,PNG,256,256,L,True,5bfc9f6b19dd34cb11d836e85a1c032e53d1ed39a08d2c39eba8c2cd92e6c88f,0.0,0.0,41.46462153007079,71.39382934570312,POS_0031,2000060S12086,NOAA HURSAT-B1 v07b
POS_0032.png,.png,33198,PNG,256,256,L,True,6a0a45f04321a3fafd09dab28cdde2aca51cee83b2c7c906dfbf82114ddf0ae3,0.0,0.0,44.396279687809454,66.75360107421875,POS_0032,2000060S12086,NOAA HURSAT-B1 v07b
POS_0033.png,.png,34121,PNG,256,256,L,True,e3c73442a47c742ebceafe1e1890b3ddcd26b81a6e918f4ab1dc9f8d9a0bdce9,0.0,0.0,44.02700249978025,70.11160278320312,POS_0033,2000060S12086,NOAA HURSAT-B1 v07b
POS_0034.png,.png,30790,PNG,256,256,L,True,9a7c3fd9577e60cba89bab53bd8453f3c20e530788fd8681c10244a391cbbc81,0.0,0.0,32.90330692203865,56.209747314453125,POS_0034,2000060S12086,NOAA HURSAT-B1 v07b
POS_0035.png,.png,37760,PNG,256,256,L,True,998093b8fadcf1b3a4a2bbebaec3e2feae27fc9bac6e7290195c57842af28b49,0.0,0.0,45.287197803762616,102.20115661621094,POS_0035,2000067S15189,NOAA HURSAT-B1 v07b
POS_0036.png,.png,34284,PNG,256,256,L,True,9028c100f69731b55653009024f3cca13c53214e680dc96a0a6645099ef8084d,0.0,0.0,41.99395116863525,100.51683044433594,POS_0036,2000067S15189,NOAA HURSAT-B1 v07b
POS_0037.png,.png,31736,PNG,256,256,L,True,7a87df6e1cafd3b5dfb3f437e1e9c75fb4629a65ef7a9f81ca490ca1ace02bfa,0.0,0.0,33.03719393264846,57.27473449707031,POS_0037,2000083S17102,NOAA HURSAT-B1 v07b
POS_0038.png,.png,30587,PNG,256,256,L,True,d1f3b3ad8289a837ff535676496e7c13cd5fc63a30e71d323ea6bb054c39d4cb,0.0,0.0,36.57421582872932,53.48297119140625,POS_0038,2000083S17102,NOAA HURSAT-B1 v07b
POS_0039.png,.png,27669,PNG,256,256,L,True,be65353bb361127dea0ac87eafdf9cf44e3a763c95906f0dd6e672f589e51f23,0.0,0.0,33.0506064713755,44.854461669921875,POS_0039,2000083S17102,NOAA HURSAT-B1 v07b
POS_0040.png,.png,30724,PNG,256,256,L,True,8642a00927bc5e2be48b321d4da37581779743b18e4ccae6d8c885f79298f8d8,0.0,0.0,40.07863150874867,61.91090393066406,POS_0040,2000083S17102,NOAA HURSAT-B1 v07b
POS_0041.png,.png,38281,PNG,256,256,L,True,21c105e5debc0d1d69841ac4807d67d33a1f25d70e44dccb5f689fb191c934f5,0.0,0.0,48.43831286901686,98.83836364746094,POS_0041,2000088N08090,NOAA HURSAT-B1 v07b
POS_0042.png,.png,40222,PNG,256,256,L,True,766de6b5db483a9e26909d056e0abc0b8660e7ab60372512a832f8ed13c0fc6b,0.015625,0.0,50.530252183624,88.6026611328125,POS_0042,2000088N08090,NOAA HURSAT-B1 v07b
POS_0043.png,.png,34759,PNG,256,256,L,True,449fc99ef5ac0bca305567ae6033a94eafb5df9cf84191f4bde774e5f93942f0,0.0,0.0,50.14020147631198,80.14328002929688,POS_0043,2000088N08090,NOAA HURSAT-B1 v07b
POS_0044.png,.png,33135,PNG,256,256,L,True,0357a6b555e599f9287b0aca4ff2c2bd9a99c380b6bd09243aab701df96a7623,0.0,0.0,46.6941388445823,76.37763977050781,POS_0044,2000088N08090,NOAA HURSAT-B1 v07b
POS_0045.png,.png,33888,PNG,256,256,L,True,0f29200080d60b4e483cadbd4006248bc5873721106cd4825ed56ad74a13ebe8,0.0,0.0,47.95117569100812,78.73056030273438,POS_0045,2000089S20168,NOAA HURSAT-B1 v07b
POS_0046.png,.png,32560,PNG,256,256,L,True,c779f74fbdb80b898fb550044c4492655d477d4626734bbe830c113ca6ec84c6,0.0,0.0,40.63603902511288,60.48936462402344,POS_0046,2000089S20168,NOAA HURSAT-B1 v07b
POS_0047.png,.png,30757,PNG,256,256,L,True,3292cce39b00d8075b77773cea3eb7efb08b62e92159d9fe9a8f4415fbe6e4f5,0.0,0.0,39.31899810034765,53.85368347167969,POS_0047,2000089S20168,NOAA HURSAT-B1 v07b
POS_0048.png,.png,33156,PNG,256,256,L,True,9860c3eef79d9ddd2dbfca98182aac42941ce42a2d35e63e1ec323e7dfafbb78,0.0,0.0,40.27000423091914,54.86448669433594,POS_0048,2000089S20168,NOAA HURSAT-B1 v07b
POS_0049.png,.png,35943,PNG,256,256,L,True,787264ef9c4afee2853242dc79ce01531bd0731a052e8059bd0e5da762a7517c,0.0,0.0,58.40953662895464,99.086181640625,POS_0049,2000125N06136,NOAA GridSat-B1 v02r01
POS_0050.png,.png,38921,PNG,256,256,L,True,14144280ece86b4ec41a011577813d76e0b7256e187950bf3620abec702d9254,0.0,0.0,57.371162641386114,99.8817138671875,POS_0050,2000125N06136,NOAA HURSAT-B1 v07b
POS_0051.png,.png,35754,PNG,256,256,L,True,8a2a97919f8d5f50f02aa81a9ac9006ced118fdf766906ae05524025e7682f53,0.0,0.0,52.574357917035776,103.91871643066406,POS_0051,2000125N06136,NOAA HURSAT-B1 v07b
POS_0052.png,.png,28781,PNG,256,256,L,True,c786d3d64a569aa75c2bfc4f553a7bf1fa3f1f08b45662d7051093d3259cde84,0.0,0.0,34.87460236831151,66.9674072265625,POS_0052,2000125N06136,NOAA HURSAT-B1 v07b
POS_0053.png,.png,38082,PNG,256,256,L,True,a7326a95e0c8ceec9d660513b367da8727498a75827d10fab1877a47935f06df,0.0,0.0,55.71032424428401,88.10874938964844,POS_0053,2000138N16119,NOAA HURSAT-B1 v07b
POS_0054.png,.png,32987,PNG,256,256,L,True,bedf6099d48348f5353fdd86957ca86be68ce42b12c0afa1a2a2f66913e52220,0.0,0.0,48.43730397344107,85.24931335449219,POS_0054,2000138N16119,NOAA HURSAT-B1 v07b
POS_0055.png,.png,31324,PNG,256,256,L,True,f3febf2c564363e11cd2b483a26f6fbbe4bdfb09b2ffdb27f7072334635b95d3,0.0,0.0,39.51467468982625,77.7674560546875,POS_0055,2000138N16119,NOAA HURSAT-B1 v07b
POS_0056.png,.png,30341,PNG,256,256,L,True,81afa19fcdb7afe710269908eaa20d07b53a4cc99ec5bedfb96df764c6c570e7,0.0,0.0,36.92079006652079,101.7735595703125,POS_0056,2000138N16119,NOAA HURSAT-B1 v07b
POS_0057.png,.png,37639,PNG,256,256,L,True,0604913d57d2a424bce39b5b41f1b7096e12f8405a0cc0ef2e264b7dea44682c,0.0,0.0,37.854233136505556,92.51087951660156,POS_0057,2000141N18116,NOAA HURSAT-B1 v07b
POS_0058.png,.png,37199,PNG,256,256,L,True,6463b84445e768ba4fd22c811cfafa55de59cffc075c3881730156a20044e2c6,0.0,0.0,44.92954443110663,103.94795227050781,POS_0058,2000141N18116,NOAA HURSAT-B1 v07b
POS_0059.png,.png,37239,PNG,256,256,L,True,40bf8032508feb143401afcf8efa68a5a29a03c84eb89b0629965bbdd190d01d,0.0,0.0,51.08578053500592,103.76992797851562,POS_0059,2000141N18116,NOAA HURSAT-B1 v07b
POS_0060.png,.png,35739,PNG,256,256,L,True,2a6e4b2591c4895c322d5dc6613cf5a2377207fbabf68dbe159ce6a0cf0921ff,0.0,0.0,47.51021849758243,92.79640197753906,POS_0060,2000141N18116,NOAA HURSAT-B1 v07b
POS_0061.png,.png,38041,PNG,256,256,L,True,04fe3871f9a9af77e152d98dc0044cdc9182f28fe0b6470f0c7befb7257f13d2,0.0,0.0,53.6271098551182,81.38786315917969,POS_0061,2000142N12262,NOAA HURSAT-B1 v07b
POS_0062.png,.png,38283,PNG,256,256,L,True,42a0b4fa2b62749eaf677b6ce68b36367c0284ad87b324ce7cbc036a5b9e1950,0.00482177734375,0.0,50.46884626974815,75.43833923339844,POS_0062,2000142N12262,NOAA HURSAT-B1 v07b
POS_0063.png,.png,34481,PNG,256,256,L,True,06fb1fbc441d64438988ec268af58222ed2243377037200fe30da996d28569a1,0.0,0.0,47.01932355324465,70.70747375488281,POS_0063,2000142N12262,NOAA HURSAT-B1 v07b
POS_0064.png,.png,34300,PNG,256,256,L,True,904845a40ca069170715eec68aed9565272b5e8756376aa8a0ecfdd83bbe1274,0.0,0.0,45.17536526960364,73.53128051757812,POS_0064,2000142N12262,NOAA HURSAT-B1 v07b
POS_0065.png,.png,37243,PNG,256,256,L,True,78779496553ddcbddb7058199673a7a3beb4d87b99c9c887598956f9f3ce9569,0.0,0.0,55.010120207146436,96.10662841796875,POS_0065,2000164N12256,NOAA HURSAT-B1 v07b
POS_0066.png,.png,36731,PNG,256,256,L,True,8d3d85a41410e46d04ef95fdb84749c391c813e3865c2de62e63c76393eeb46e,0.0,0.0,53.52465923453544,92.01457214355469,POS_0066,2000164N12256,NOAA HURSAT-B1 v07b
POS_0067.png,.png,37669,PNG,256,256,L,True,6a0f393db3bbbc00549ecf66eae59b089525d7e124a6037759a5083a54c2e7c6,0.010284423828125,0.0,49.46706156912448,85.74122619628906,POS_0067,2000164N12256,NOAA HURSAT-B1 v07b
POS_0068.png,.png,34144,PNG,256,256,L,True,c9a8006072894df17d3ecf7e0d74df14bf24b8210c0d29c19597757dff78753f,0.0,0.0,35.12289167598825,67.34829711914062,POS_0068,2000164N12256,NOAA HURSAT-B1 v07b
POS_0069.png,.png,31005,PNG,256,256,L,True,47f9b50487bcfde1a41df061d774c73871fa913a35658e55efd1d9cd138645ff,0.0,0.0,36.08328103809897,56.671173095703125,POS_0069,2000187N12245,NOAA HURSAT-B1 v07b
POS_0070.png,.png,29329,PNG,256,256,L,True,32a1e48986a4e2d72c3d1593a98a81738b646b148cbfb3900ea62b1a7a394307,0.0,0.0,24.68968605603803,47.45445251464844,POS_0070,2000187N12245,NOAA HURSAT-B1 v07b
POS_0071.png,.png,27966,PNG,256,256,L,True,48f55f4ae2592d7b400ae1e43053769690c33e4071672c94db8ab127dc235c12,0.0,0.0,25.902641516945415,47.52818298339844,POS_0071,2000187N12245,NOAA HURSAT-B1 v07b
POS_0072.png,.png,30505,PNG,256,256,L,True,21bbafb721fdf5a45ad0a9d1d0c7fcb1f914a28abd9542b865518485be3098f4,0.0,0.0,26.71657731634733,47.873748779296875,POS_0072,2000187N12245,NOAA HURSAT-B1 v07b
POS_0073.png,.png,35757,PNG,256,256,L,True,6610e6417015a94b782ac02b8a0b18199e1a9948b53c6c8a2962eaafa40196a4,0.0,0.0,46.42099438126025,72.77566528320312,POS_0073,2000193N10131,NOAA HURSAT-B1 v07b
POS_0074.png,.png,35618,PNG,256,256,L,True,5e7456464947cf581c12a25c88922343f8d926f0df2d0dcd0e02ec56742e6411,0.0,0.0,58.74448891621531,93.578125,POS_0074,2000193N10131,NOAA HURSAT-B1 v07b
POS_0075.png,.png,34822,PNG,256,256,L,True,863527ab2b030afeb1d1b11b7fd015c48f61e431ca91319bf64b91178a929809,0.0,0.0,57.60051999543192,97.89204406738281,POS_0075,2000193N10131,NOAA HURSAT-B1 v07b
POS_0076.png,.png,39535,PNG,256,256,L,True,c35ecf817c2d4d7e2c2c8867b2a1b7334c80e42b45e6d8ea38a5a2b1e4bcb5a8,0.0,0.0,47.20612758518076,100.40380859375,POS_0076,2000193N10131,NOAA HURSAT-B1 v07b
POS_0077.png,.png,34808,PNG,256,256,L,True,0755fc30cdc6a9b1d3ceec109ff98a2ba3f71c7738ed0d1b2f10d789adf67f30,0.0,0.0,45.09020783498515,82.38015747070312,POS_0077,2000230N30169,NOAA HURSAT-B1 v07b
POS_0078.png,.png,32656,PNG,256,256,L,True,d27282915357d2826833676c3de003469229e478a290957ffbce2e1b99579c4e,0.0,0.0,49.25415849809926,79.19615173339844,POS_0078,2000230N30169,NOAA HURSAT-B1 v07b
POS_0079.png,.png,34394,PNG,256,256,L,True,9a71fbdee79b01988ee4b40b4273393557161a3b0c7e6afa11fe3ded43e2d1a8,0.0,0.0,50.31626102827687,83.41949462890625,POS_0079,2000236N17084,NOAA HURSAT-B1 v07b
POS_0080.png,.png,39385,PNG,256,256,L,True,1dc2b0f5967496701489096cef7cab2fbeab385592820540a27fd27e48b35880,0.0,0.0,51.33968462654885,89.4224853515625,POS_0080,2000236N17084,NOAA HURSAT-B1 v07b
POS_0081.png,.png,37347,PNG,256,256,L,True,1a856f86fde03f18a499fd228641f925114d4afa7ce4e6aac7538e75a8243a7f,0.0,0.0,49.9156510408845,91.338134765625,POS_0081,2000236N17084,NOAA HURSAT-B1 v07b
POS_0082.png,.png,36792,PNG,256,256,L,True,c0d5510670cb583f9e30e2d40a1c43645f4d06efb291de988a234102c6746850,0.0,0.0,46.848835718778034,91.04646301269531,POS_0082,2000236N17084,NOAA HURSAT-B1 v07b
POS_0083.png,.png,34654,PNG,256,256,L,True,8aa8db074cb2ef49abb5b54e45f91d973ef7aa3cfcddbd3db881d5d6d866e829,0.0,0.0,39.9655467582451,71.71275329589844,POS_0083,2000241N15223,NOAA HURSAT-B1 v07b
POS_0084.png,.png,33496,PNG,256,256,L,True,ca08783675e7dabb2d242f18104b289f41a0e98ebe13b87690e6aa82b436746f,0.0,0.0,38.68568048522952,64.49798583984375,POS_0084,2000241N15223,NOAA HURSAT-B1 v07b
POS_0085.png,.png,36205,PNG,256,256,L,True,70083d218a4b38af12b08aa34d6e20109c1fd88d98b8421750b04fa6352cf136,0.0,0.0,42.09633832827584,78.3323974609375,POS_0085,2000241N15223,NOAA HURSAT-B1 v07b
POS_0086.png,.png,33080,PNG,256,256,L,True,53f65a1989727896feeaf4c7e4ebb140de1523a7c61d596f6f303e3c2943a3ab,0.0,0.0,41.20515153147746,66.49101257324219,POS_0086,2000241N15223,NOAA HURSAT-B1 v07b
POS_0087.png,.png,35155,PNG,256,256,L,True,e655de70d2126cc87e8b66cce3ac37b4f1258043e04ba5ac118079ef016b562a,0.0,0.0,49.14798436011057,71.51707458496094,POS_0087,2000248N18126,NOAA HURSAT-B1 v07b
POS_0088.png,.png,31715,PNG,256,256,L,True,d9bc1a1e77e77cee52aac80e64a6e92202595c80aecda7014fe6dfc4ce64477d,0.0,0.0,50.667487761035154,68.8385009765625,POS_0088,2000248N18126,NOAA HURSAT-B1 v07b
POS_0089.png,.png,32719,PNG,256,256,L,True,b28c92e9d55b2eed8c788afe9edc4a272d15f816e2fd70417d8784fdafdd4861,0.0,0.0,44.866299315661266,68.33111572265625,POS_0089,2000248N18126,NOAA HURSAT-B1 v07b
POS_0090.png,.png,36763,PNG,256,256,L,True,c2dbb226b5d616eb7a4cbcbb611078bd6436173d657d4bf3921e3f812a4aac7a,0.0,0.0,48.49363773377944,88.48634338378906,POS_0090,2000248N18126,NOAA HURSAT-B1 v07b
POS_0091.png,.png,36138,PNG,256,256,L,True,822342120654bd6ad715920b8d10268d41f4ba896885942621b360280a7941b1,0.0,0.0,50.23489260807077,82.63743591308594,POS_0091,2000249N15258,NOAA HURSAT-B1 v07b
POS_0092.png,.png,34166,PNG,256,256,L,True,67148890ee8f721f45ccf3f2e631b0a9a8dec27238121c533b5a944c2494c8f5,0.0,0.0,51.81757486091793,83.1239013671875,POS_0092,2000249N15258,NOAA HURSAT-B1 v07b
POS_0093.png,.png,32045,PNG,256,256,L,True,d7b7b44a0cafed224326e2d5e3529c3d42961f8a91b7218c876851eaccff2ece,0.0,0.0,39.42496779331013,61.223052978515625,POS_0093,2000249N15258,NOAA HURSAT-B1 v07b
POS_0094.png,.png,26443,PNG,256,256,L,True,c3d60a99f79fe0c45f39ffd330fa9d49a20c390e45c4687e53e9e3e1837d9014,0.065826416015625,0.0,32.871390030058876,49.3382568359375,POS_0094,2000249N15258,NOAA HURSAT-B1 v07b
POS_0095.png,.png,30537,PNG,256,256,L,True,abed588db193ef883d9eb926268602108a8f5f94226381e4330425f323598be6,0.0,0.0,45.26744637439234,66.59690856933594,POS_0095,2000258N22138,NOAA GridSat-B1 v02r01
POS_0096.png,.png,26975,PNG,256,256,L,True,9fd70ba100aefcfd0e6fea3fbe53d0bef3cd90e6c9a94043f2b187029c4989f7,0.0,0.0,30.35595542680172,78.67628479003906,POS_0096,2000258N22138,NOAA HURSAT-B1 v07b
POS_0097.png,.png,24529,PNG,256,256,L,True,0dfefbafd2d559936fd3e9172065f710ce4a21c02dedf9522225b511f80c9f93,0.0,0.0,29.209427826743337,99.11219787597656,POS_0097,2000258N22138,NOAA HURSAT-B1 v07b
POS_0098.png,.png,32253,PNG,256,256,L,True,849613cafc575d289a1afc0c5d453f901a237b1bcaa792b2e4b373a0cf860ff3,0.0,0.0,42.394730884372294,59.99493408203125,POS_0098,2000260N15178,NOAA HURSAT-B1 v07b
POS_0099.png,.png,36855,PNG,256,256,L,True,8190e1df56ec121d2c834b5fdd3cd3fa533490117bfbf9051d82e77add11880d,0.0,0.0,51.73885873056101,81.32232666015625,POS_0099,2000289N15089,NOAA HURSAT-B1 v07b
POS_0100.png,.png,30457,PNG,256,256,L,True,5ea023fa9322f1e8076307480ed1a16e48b96d5b8fe5cda8fb2cd6b9781c51c6,0.0,0.0,36.75626844026863,51.00001525878906,POS_0100,2000289N15089,NOAA HURSAT-B1 v07b
POS_0101.png,.png,36960,PNG,256,256,L,True,f3072667365fd54de2569454e3ed7fe90b42ff08d57e061702ff696040c9a5c5,0.008636474609375,0.0,52.266599836358544,70.01339721679688,POS_0101,2000299N13093,NOAA HURSAT-B1 v07b
POS_0102.png,.png,34744,PNG,256,256,L,True,8a931249bc74a90959acf5cbf75fd52f1e3eaa7f82195eb9e2ada5fa977aedfd,0.0026397705078125,0.0,51.867675457534915,66.20620727539062,POS_0102,2000299N13093,NOAA HURSAT-B1 v07b
POS_0103.png,.png,32517,PNG,256,256,L,True,7334d4f053d17c293ca439051a5dd31522f2a1d522691c0df8a7b8d47aa16aca,0.0,0.0,41.79408533675541,75.10968017578125,POS_0103,2000313N18126,NOAA HURSAT-B1 v07b
POS_0104.png,.png,27600,PNG,256,256,L,True,c02c1375808b184d5219f8a7a869ad1681ee52bcc5b0fa003fe59ca311cff326,0.0,0.0,41.83331159018077,63.04551696777344,POS_0104,2000313N18126,NOAA HURSAT-B1 v07b
POS_0105.png,.png,36169,PNG,256,256,L,True,8f2f495d8c96d02b7ecd0211688f7626891c85f18f94df7edef74529f57b5f0b,0.0,0.0,60.65711586917405,100.640625,POS_0105,2000331N09092,NOAA HURSAT-B1 v07b
POS_0106.png,.png,37665,PNG,256,256,L,True,b0910c4ade612c991eda16b7b2a3c52be6afade6e6831d2104089dc765bb16be,0.0,0.0,46.485369150223185,87.77384948730469,POS_0106,2000331N09092,NOAA HURSAT-B1 v07b
POS_0107.png,.png,33310,PNG,256,256,L,True,ce636ba523acfbf47c4b1ace47698573da6ed1ff5ed3de1d5ce5e4560eb32a8f,0.0,0.0,51.1532155034173,78.29447937011719,POS_0107,2000331N09092,NOAA HURSAT-B1 v07b
POS_0108.png,.png,34469,PNG,256,256,L,True,064542ae804aedcaa980ced741f9791ba7b985db8e8ff09124b01ba04df70dac,0.0,0.0,44.7874534664058,70.32496643066406,POS_0108,2000331N09092,NOAA HURSAT-B1 v07b
POS_0109.png,.png,32885,PNG,256,256,L,True,269ef86751b8f18c0c0a75a7aefd5746e3921e8c1991ee28bdeca245c3dd485b,0.0,0.0,39.323288733645015,59.483184814453125,POS_0109,2000331N09092,NOAA HURSAT-B1 v07b
POS_0110.png,.png,33989,PNG,256,256,L,True,cba162b2c772f44110d4fffaf6adbfbec2160a439690d16654ffb956cda3a69a,0.0,0.0,36.738498332856,59.73817443847656,POS_0110,2000331N09092,NOAA HURSAT-B1 v07b
POS_0111.png,.png,31368,PNG,256,256,L,True,a89a3ceb42940983fffa39fee5fea51810f2535988b575d80d2f4bf749f0de5d,0.0,0.0,32.124398850556396,52.023834228515625,POS_0111,2000331N09092,NOAA HURSAT-B1 v07b
POS_0112.png,.png,28944,PNG,256,256,L,True,82c16112ab5c9bda37a4345c9c5e360809065108ae21f7bed3cba2f726bc4015,0.0,0.0,25.86572202074316,42.77606201171875,POS_0112,2000331N09092,NOAA HURSAT-B1 v07b
